Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Inward issue link (Duplicate),Inward issue link (Duplicate),Inward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Git Code Review),Outward issue link (Git Code Review),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Authorized Watchers),Custom field (Authorized Watchers),Custom field (Authorized Watchers),Custom field (Authorized Watchers),Custom field (Authorized Watchers),Custom field (Authorized Watchers),Custom field (Business Value),Custom field (Commit Levels),Custom field (Current Status),Custom field (Design),Custom field (Design Status),Custom field (Documentation Impact),Custom field (Documentation Status),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Executed),Custom field (Found in Commit),Custom field (Function Test Status),Custom field (Must Fix),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Custom field (Release Note),Custom field (Release Note Required),Custom field (Root Cause Analysis),Custom field (SDK Impact),Custom field (Sample/Tutorial),Sprint,Sprint,Custom field (Steps to Reproduce),Custom field (Story Points),Custom field (System Test Impact),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Test Plan),Custom field (Test Result),Custom field (Test Result Details),Custom field (Test Type),Custom field (Triaged),Custom field (Usage),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Workaround),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitCommitsReferenced),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
TEST: remove private data e2e tests that are using old world,FAB-12182,34115,,Test Task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,nirro,nirro,nirro,27/Sep/18 12:31 AM,08/Oct/18 11:47 AM,28/Oct/23 3:04 AM,08/Oct/18 11:47 AM,,,,,,v1.4.0,,,,,fabric-gossip,,,,0,,,,,,,,nirro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|hzzspj:",,,,Unset,Unset,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Integration Test,,(Please add usage information),nirro,,,,,,,,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"27/Sep/18 12:44 AM;nirro;https://gerrit.hyperledger.org/r/26605;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Using CouchDB as HistoryDB to achieve rich query for historical transaction data,FAB-12183,34117,,Story,Backlog,FAB,Fabric,software,denyeart,,,Medium,,,jason18,jason18,27/Sep/18 2:07 AM,30/Aug/19 12:20 AM,28/Oct/23 3:04 AM,,,,,,,,,,,,fabric-ledger,,,,3,,,,,,"Current release of Fabric uses LevelDB as HistoryDB, and provides the GetHistoryForKey API to iterate over historical transaction data for a given key. when users trying to do data analysis or data mining on historical transaction data, there usually exists an urgent need for rich query functionality. 
 The basic idea under this proposal is to use CouchDB as the HistoryDB to store blockchain metadata (such as block number and transaction number), then rich query functionalities could be achieved on the basis of CouchDB features. 
 The prototype source code for this proposal is currently available at [https://github.com/yw-liu/historycouchdb-hyperledger-fabric]",,antitoine,dcrough13,denyeart,jason18,jonmchan,leeseunghyun,zhaochy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAB-12881,,,,,,,,,"27/Sep/18 2:05 AM;jason18;1.JPG;https://jira.hyperledger.org/secure/attachment/15879/1.JPG","27/Sep/18 2:05 AM;jason18;2.JPG;https://jira.hyperledger.org/secure/attachment/15878/2.JPG","27/Sep/18 2:05 AM;jason18;3.JPG;https://jira.hyperledger.org/secure/attachment/15877/3.JPG","27/Sep/18 2:05 AM;jason18;4.JPG;https://jira.hyperledger.org/secure/attachment/15876/4.JPG",,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|hzzspr:",,,,Unset,Unset,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),antitoine,dcrough13,denyeart,jason18,jonmchan,leeseunghyun,zhaochy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15/Nov/18 10:12 PM;denyeart;Pagination can be supported on leveldb based on start and end keys, this is already done for range queries on leveldb. FAB-12881 is created to add pagination support to GetHistoryForKey().

Let's use this Jira to track using CouchDB as a history database.;;;","29/Aug/19 12:12 PM;leeseunghyun;Hi i have a question,   

i knew, getHistoryForkey() retrieves history from block chain (and i think it will be very slow operation, because it traverses all block chains(as long as my belive is true,))

 

but after seeing your github, i am confused,    getHistoryForkey is from level DB?? not block chain??

 

please answer;;;","29/Aug/19 8:29 PM;jason18;Hi seunghyun Lee,

As pictures from the attachments show, when querying history  data of transactions,  first query the metadata from Level DB or Couch DB, then the history data  from the block chain.;;;","30/Aug/19 12:20 AM;denyeart;There is a history database in LevelDB that includes an index that maps keys to the transactions where they were updated. GetHistoryForKey() queries this index and then pulls the historical value from the transaction in the blockchain.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepare fabric-samples for 1.3.0-rc1 release,FAB-12184,34118,34045,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,denyeart,denyeart,denyeart,27/Sep/18 2:14 AM,27/Sep/18 4:10 AM,28/Oct/23 3:04 AM,27/Sep/18 4:10 AM,,,,,,v1.3.0,,,,,,,,,0,,,,,,"Update version references in fabric-samples, and then tag fabric-samples and create release-1.3 branch.

See associated CR for updates.",,denyeart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|hzzspz:",,,,Unset,Unset,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),denyeart,,,,,,,,,,,,,,,,,,,,,,,,,,dependabot/npm_and_yarn/asset-transfer-basic/rest-api-typescript/protobufjs-6.11.4,dependabot/npm_and_yarn/asset-transfer-basic/rest-api-typescript/tough-cookie-4.1.3,dependabot/npm_and_yarn/asset-transfer-basic/rest-api-typescript/semver-6.3.1,dependabot/npm_and_yarn/asset-transfer-basic/rest-api-typescript/grpc/grpc-js-1.8.17,dependabot/go_modules/high-throughput/application-go/google.golang.org/grpc-1.53.0,dependabot/npm_and_yarn/asset-transfer-basic/rest-api-typescript/word-wrap-1.2.4,dependabot/npm_and_yarn/asset-transfer-basic/rest-api-typescript/protobufjs-and-fabric-network-7.2.4,dependabot/go_modules/asset-transfer-basic/application-go/google.golang.org/grpc-1.53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"27/Sep/18 2:18 AM;denyeart;https://gerrit.hyperledger.org/r/#/c/26608/;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTE testcase: FAB-8251.sh and FAB-8252.sh uses get_pteReport.js to get TPS,FAB-12185,34119,,Task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,dongming,dongming,dongming,27/Sep/18 3:26 AM,01/Oct/18 10:38 PM,28/Oct/23 3:04 AM,01/Oct/18 10:38 PM,,,,,,,,,,,fabric-quality,,,,0,,,,,,Update FAb-8251.sh and FAB-8252.sh to use get_pteReport.js to get overall TPS,,dongming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,FAB-8089,,,No,,Unset,No,,,"1|hzzsq7:",,,,Unset,Unset,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),dongming,,,,,,,,,,,,,,,,,,,,,,,,,,dependabot/go_modules/regression/publish/golang.org/x/sys-0.1.0,dependabot/go_modules/chaincodes/marbles02_private/go/golang.org/x/crypto-0.1.0,dependabot/go_modules/tools/operator/k8s.io/client-go-0.20.0,dependabot/go_modules/regression/smoke/golang.org/x/net-0.7.0,dependabot/go_modules/tools/chaincode-integration/resources/chaincode/simple-go/golang.org/x/net-0.7.0,dependabot/go_modules/regression/barebones/golang.org/x/net-0.7.0,dependabot/go_modules/tools/gotools/golang.org/x/sys-0.1.0,dependabot/go_modules/regression/smoke/github.com/docker/docker-20.10.24incompatible,dependabot/go_modules/tools/operator/golang.org/x/crypto-0.1.0,dependabot/go_modules/regression/smoke/github.com/opencontainers/runc-1.1.5,dependabot/go_modules/regression/publish/golang.org/x/text-0.3.8,dependabot/go_modules/regression/publish/github.com/opencontainers/runc-1.1.5,dependabot/go_modules/regression/smoke/golang.org/x/text-0.3.8,release-2.5,dependabot/go_modules/regression/publish/k8s.io/client-go-0.20.0,dependabot/go_modules/regression/barebones/github.com/opencontainers/runc-1.1.5,release-2.4,lindluni-patch-1,dependabot/go_modules/regression/basicnetwork/k8s.io/client-go-0.20.0,dependabot/go_modules/tools/chaincode-integration/resources/chaincode/simple-go/golang.org/x/text-0.3.8,dependabot/go_modules/regression/basicnetwork/golang.org/x/crypto-0.1.0,dependabot/go_modules/regression/publish/golang.org/x/net-0.7.0,dependabot/go_modules/regression/publish/golang.org/x/crypto-0.1.0,dependabot/go_modules/tools/operator/golang.org/x/sys-0.1.0,dependabot/go_modules/regression/basicnetwork/golang.org/x/net-0.7.0,dependabot/go_modules/regression/barebones/github.com/docker/docker-20.10.24incompatible,dependabot/go_modules/regression/smoke/golang.org/x/sys-0.1.0,dependabot/go_modules/regression/basicnetwork/github.com/opencontainers/runc-1.1.5,dependabot/go_modules/regression/barebones/golang.org/x/text-0.3.8,revert-342-mergify/bp/main/pr-340,dependabot/go_modules/regression/publish/github.com/docker/docker-20.10.24incompatible,dependabot/go_modules/regression/smoke/k8s.io/client-go-0.20.0,dependabot/go_modules/regression/basicnetwork/golang.org/x/sys-0.1.0,dependabot/go_modules/tools/operator/golang.org/x/net-0.7.0,dependabot/go_modules/tools/operator/golang.org/x/text-0.3.8,dependabot/go_modules/regression/basicnetwork/github.com/docker/docker-20.10.24incompatible,dependabot/go_modules/regression/basicnetwork/golang.org/x/text-0.3.8,dependabot/go_modules/regression/smoke/golang.org/x/crypto-0.1.0,dependabot/go_modules/regression/barebones/golang.org/x/crypto-0.1.0,dependabot/go_modules/regression/barebones/golang.org/x/sys-0.1.0,dependabot/go_modules/tools/operator/github.com/opencontainers/runc-1.1.5,dependabot/go_modules/regression/barebones/k8s.io/client-go-0.20.0,dependabot/go_modules/chaincodes/marbles02_private/go/golang.org/x/net-0.7.0,dependabot/go_modules/tools/operator/github.com/docker/docker-20.10.24incompatible,,,,,,true,"29/Sep/18 12:04 AM;dongming;https://gerrit.hyperledger.org/r/#/c/26672/;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fix some grammar error and typo in docs/source/network/network.md,FAB-12186,34121,,Documentation,Closed,FAB,Fabric,software,denyeart,,,Low,Done,huikang,huikang,huikang,27/Sep/18 4:17 AM,16/Oct/18 7:01 PM,28/Oct/23 3:04 AM,16/Oct/18 7:01 PM,,,,,,,,,,,fabric-docs,,,,0,,,,,,,,huikang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|hzzsqn:",,,,Unset,Unset,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),huikang,,,,,,,,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inconsistent profile name in examples/e2e_cli/configtx.yaml,FAB-12187,34123,,Bug,Closed,FAB,Fabric,software,denyeart,,,Low,Won't Do,,huikang,huikang,27/Sep/18 4:55 AM,02/Nov/18 12:11 PM,28/Oct/23 3:04 AM,02/Nov/18 12:11 PM,,,,,,,,,,,fabric-samples,,,,0,,,,,,"In this example [configtx file|[https://github.com/hyperledger/fabric/blob/a02124e477298a661df88fcc6a18ede98cc2dee9/examples/e2e_cli/configtx.yaml#L361],] the profile name is TwoOrgsChannel. However, it includes 3 orgs. Should the profile name be renamed to _ThreeOrgsChannel_?",,denyeart,huikang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|hzzsqv:",,,,Unset,Unset,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),denyeart,huikang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/Oct/18 12:35 AM;denyeart;[~ales] Did you intentionally not rename the profile when you added org3?;;;","02/Nov/18 12:11 PM;denyeart;/examples/e2e_cli has been removed in v1.4 master.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fix broken links in ""What's new"" doc",FAB-12188,34124,,Documentation,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,joe-alewine,joe-alewine,joe-alewine,27/Sep/18 5:23 AM,27/Sep/18 8:00 AM,28/Oct/23 3:04 AM,27/Sep/18 8:00 AM,v1.3.0,,,,,v1.3.0,,,,,fabric-docs,,,,0,,,,,,"Release notes links are broken here: [https://hyperledger-fabric.readthedocs.io/en/release-1.3/whatsnew.html]

(and in the master branch)

Will fix these links and also point them at the release candidate notes, since the candidate is what's out there now.",,joe-alewine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|hzzsr3:",,,,Unset,Unset,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),joe-alewine,,,,,,,,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-1.3,release-2.5,release-2.4,main,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rename package and merge related files,FAB-12189,34125,,Task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,manish-sethi,manish-sethi,manish-sethi,27/Sep/18 5:30 AM,28/Sep/18 6:09 PM,28/Oct/23 3:04 AM,28/Sep/18 6:09 PM,,,,,,v1.3.0,v1.4.0,,,,fabric-ledger,,,,0,,,,,,Address remaining comments in the CR - https://gerrit.hyperledger.org/r/#/c/21775/,,manish-sethi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|hzzsrb:",,,,Unset,Unset,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),manish-sethi,,,,,,,,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-1.3,release-2.5,release-2.4,main,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"28/Sep/18 7:42 AM;manish-sethi;master - https://gerrit.hyperledger.org/r/#/c/26617/
release-1.3 - https://gerrit.hyperledger.org/r/#/c/26649/;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Update Stable Version in samples master branch,FAB-12190,34127,,Task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,rameshthoomu,rameshthoomu,rameshthoomu,27/Sep/18 6:23 AM,03/Oct/18 3:39 AM,28/Oct/23 3:04 AM,03/Oct/18 3:39 AM,,,,,,,,,,,fabric-samples,,,,0,,,,,,Update Stable Version to 1.4.0-stable in samples master branch,,rameshthoomu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|hzzsrr:",,,,Unset,Unset,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),rameshthoomu,,,,,,,,,,,,,,,,,,,,,,,,,,dependabot/npm_and_yarn/asset-transfer-basic/rest-api-typescript/protobufjs-6.11.4,dependabot/npm_and_yarn/asset-transfer-basic/rest-api-typescript/tough-cookie-4.1.3,dependabot/npm_and_yarn/asset-transfer-basic/rest-api-typescript/semver-6.3.1,dependabot/npm_and_yarn/asset-transfer-basic/rest-api-typescript/grpc/grpc-js-1.8.17,dependabot/go_modules/high-throughput/application-go/google.golang.org/grpc-1.53.0,dependabot/npm_and_yarn/asset-transfer-basic/rest-api-typescript/word-wrap-1.2.4,dependabot/npm_and_yarn/asset-transfer-basic/rest-api-typescript/protobufjs-and-fabric-network-7.2.4,dependabot/go_modules/asset-transfer-basic/application-go/google.golang.org/grpc-1.53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"29/Sep/18 5:32 AM;rameshthoomu;https://gerrit.hyperledger.org/r/#/c/26619/;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add docker-thirdparty to pull thirdparty images in release-1.0 Branch,FAB-12191,34131,,Task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,rameshthoomu,rameshthoomu,rameshthoomu,27/Sep/18 10:19 AM,29/Sep/18 10:49 PM,28/Oct/23 3:04 AM,29/Sep/18 10:49 PM,v1.0.6,,,,,v1.0.7,,,,,fabric-build,,,,0,,,,,,"Add docker-thirdparty target to pull thirdparty images in release-1.0 branch. 

make docker-thirdparty - will pull kafka, zookeeper and couchdb images of PREV_VERSION ",,rameshthoomu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|hzxel3:",,,,Unset,Unset,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),rameshthoomu,,,,,,,,,,,,,,,,,,,,,,,,,,release-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"29/Sep/18 5:27 AM;rameshthoomu;https://gerrit.hyperledger.org/r/#/c/26629/;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Update Stable version in fabric-test master branch,FAB-12192,34132,,Task,Closed,FAB,Fabric,software,denyeart,,,Medium,Invalid,rameshthoomu,rameshthoomu,rameshthoomu,27/Sep/18 10:32 AM,12/Nov/18 3:20 PM,28/Oct/23 3:04 AM,12/Nov/18 3:20 PM,,,,,,,,,,,fabric-quality,,,,0,,,,,,Update STABLE_VERSION to 1.4.0-stable as the master is now pointing to 1.4.0,,rameshthoomu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|hzxelb:",,,,Unset,Unset,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),rameshthoomu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29/Sep/18 5:26 AM;rameshthoomu;https://gerrit.hyperledger.org/r/#/c/26630/;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""--configPath"" option of peer command is no longer used",FAB-12193,34133,,Bug,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,nnao,nnao,nnao,27/Sep/18 10:33 AM,26/Oct/18 6:52 AM,28/Oct/23 3:04 AM,26/Oct/18 6:52 AM,v1.2.0,v1.3.0,,,,v1.4.0,,,,,fabric-peer,,,,0,,,,,,"When executing peer command without any options, the command shows the error message below.
{code:java}
vagrant@ubuntu-xenial:/opt/gopath/src/github.com/hyperledger/fabric/.build/bin$ ./peer node start
2018-09-26 17:59:01.057 UTC [main] InitCmd -> ERRO 001 Fatal error when initializing core config : Could not find config file. Please make sure that FABRIC_CFG_PATH or --configPath is set to a path which contains core.yaml
{code}
However, I got the message below when I execute peer command with ""--configPath"" option.
{code:java}
vagrant@ubuntu-xenial:/opt/gopath/src/github.com/hyperledger/fabric/.build/bin$ ./peer node start --configPath=./
Error: unknown flag: --configPath
{code}
I think ""--configPath"" option is no longer used.",,denyeart,nnao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|hzzssf:",,,,Unset,Unset,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),denyeart,nnao,,,,,,,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"27/Sep/18 12:25 PM;nnao;https://gerrit.hyperledger.org/r/c/26632/;;;","02/Oct/18 1:38 AM;denyeart;master is targeting v1.4.0 now.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fix typos in two UT files,FAB-12194,34139,,Bug,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,ping40,ping40,ping40,27/Sep/18 5:16 PM,30/Sep/18 12:14 AM,28/Oct/23 3:04 AM,30/Sep/18 12:14 AM,,,,,,v1.4.0,,,,,,,,,0,,,,,,,,ping40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|hzzstj:",,,,Unset,Unset,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),ping40,,,,,,,,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"27/Sep/18 5:19 PM;ping40;https://gerrit.hyperledger.org/r/#/c/26633/;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
