Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Log Work,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Inward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Business Value),Custom field (Commit Levels),Custom field (Current Status),Custom field (Design),Custom field (Design Status),Custom field (Documentation Impact),Custom field (Documentation Status),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Executed),Custom field (Flagged),Custom field (Found in Commit),Custom field (Function Test Status),Custom field (Must Fix),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Custom field (Release Note),Custom field (Release Note Required),Custom field (Root Cause Analysis),Custom field (SDK Impact),Custom field (Sample/Tutorial),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Steps to Reproduce),Custom field (Story Points),Custom field (System Test Impact),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Test Plan),Custom field (Test Result),Custom field (Test Result Details),Custom field (Test Type),Custom field (Triaged),Custom field (Usage),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Workaround),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitCommitsReferenced),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Improve unit tests for /fabric/core/ledger/util,FAB-3413,16007,15992,Sub-task,Closed,FAB,Fabric,software,denyeart,,,High,Done,Senthil1,denyeart,denyeart,26/Apr/17 5:49 AM,20/Jul/18 11:12 PM,28/Oct/23 2:59 AM,04/May/17 8:53 PM,,,,v1.0.0,,fabric-ledger,,,,,,,0,help-wanted,,,,,,,,,denyeart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzxr8v:",,,,,,Sprint 16 - Quality,,,,,,,,,,,,,,,,,,,,,denyeart,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Improve unit tests for /fabric/core/ledger/util/couchdb,FAB-3414,16008,15992,Sub-task,Closed,FAB,Fabric,software,denyeart,,,High,Done,chris.elder,denyeart,denyeart,26/Apr/17 5:49 AM,20/Jul/18 11:12 PM,28/Oct/23 2:59 AM,03/May/17 5:22 AM,,,,v1.0.0,,fabric-ledger,,,,,,,0,,,,,,,,,,denyeart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzxr93:",,,,,,Sprint 16 - Quality,,,,,,,,,,,,,,,,,,,,,denyeart,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How to set up Auditor within Network,FAB-3418,16012,,Story,Closed,FAB,Fabric,software,denyeart,,,Highest,Done,,KhutPidor,KhutPidor,26/Apr/17 12:27 PM,05/Dec/18 5:49 AM,28/Oct/23 2:59 AM,01/Jun/17 9:29 PM,,,,v0.6,WON'T FIX,fabric-ledger,,,,,,,0,ledger,Security,,,,,,"I've been working around hyperledger fabric for a while. I'm successful in install and form network of Fabric without using docker with 5 peers. Now I try to Setup Auditor and non-validationg peers within the network. I surf around ,but cannot find any clear document in this. Can anyone help?",,ChristopherFerris,KhutPidor,smithbk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,,"1|hzxr9r:",,,,Unset,,,,,,,,,,,,Unset,,,,,,,,,,,ChristopherFerris,KhutPidor,smithbk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29/Apr/17 4:38 AM;smithbk;In v0.6, to make a peer non-validating, you set validator.enabled to false.

{code}
    # Validator defines whether this peer is a validating peer or not, and if
    # it is enabled, what consensus plugin to load
    validator:
        enabled: true
{code}

There is no ""auditor peer"" that I'm aware of.  Where did you see this in the doc?;;;","05/May/17 1:28 PM;KhutPidor;Thank for your response
Auditor: I see it in https://github.com/hyperledger-archives/fabric/blob/master/docs/protocol-spec.md#4-security-1

Related to Non-validating peers, If I set Enable: False
What can I use Non-validating peer for? How to test with it ?;;;","01/Jun/17 9:28 PM;ChristopherFerris;[~KhutPidor] that document is very much out of date... sorry for the confusion. For details of the current architecture, please visit FAB-37;;;","01/Jun/17 9:29 PM;ChristopherFerris;closing this as WON'T FIX as we have deprecated v0.6.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2e create channel error  from commit c5c60c3,FAB-3419,16013,,Bug,Closed,FAB,Fabric,software,denyeart,,,High,Done,,roamerxv,roamerxv,26/Apr/17 1:10 PM,20/Jul/18 11:12 PM,28/Oct/23 2:59 AM,08/May/17 4:51 PM,v1.0.0,,,,,fabric-samples,,,,,,,0,,,,,,,,"h4. Error At CentOS 7.2 
kernel : Linux fabric.alcor 3.10.0-514.16.1.el7.x86_64
docker: Docker version 17.04.0-ce, build 4845c56

Running the ""Getting Started"" e2e flow from commit c5c60c3 fails with:

cd $GOPATH/src/github.com/hyperledger/fabric/examples/e2e_cli
./network_setup.sh up mytestchannel

Creating network ""e2ecli_default"" with the default driver
Creating orderer0
Creating peer0
Creating peer1
Creating peer2
Creating peer3
Creating cli
Channel name : mytestchannel
2017-04-26 03:43:10.677 UTC [msp] GetLocalMSP -> DEBU 001 Returning existing local MSP
2017-04-26 03:43:10.677 UTC [msp] GetDefaultSigningIdentity -> DEBU 002 Obtaining default signing identity
Error: Error connecting to orderer0:7050 due to grpc: timed out when dialing
Usage:
  peer channel create [flags]

Global Flags:
  -b, --blockpath string           Path to file containing genesis block
      --cafile string              Path to file containing PEM-encoded trusted certificate(s) for the ordering endpoint
  -c, --chain string               In case of a newChain command, the chain ID to create.
  -f, --file string                Configuration transaction file generated by a tool such as configtxgen for submitting to orderer
      --logging-level string       Default logging level and overrides, see core.yaml for full syntax
  -o, --orderer string             Ordering service endpoint
      --test.coverprofile string   Done (default ""coverage.cov"")
      --tls                        Use TLS when communicating with the orderer endpoint
  -v, --version                    Display current version of fabric peer server

!!!!!!!!!!!!!!! Channel creation failed !!!!!!!!!!!!!!!!
================== ERROR !!! FAILED to execute End-2-End Scenario ==================

h1. {color:red}But the e2e flow can run at Ubuntu 16.04 {color}","CentOS 7.2 
kernel : Linux fabric.alcor 3.10.0-514.16.1.el7.x86_64
docker: Docker version 17.04.0-ce, build 4845c56",roamerxv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzxr9z:",,,,,,,,,,,,,,,,,,,,,,,,,,,roamerxv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08/May/17 4:51 PM;roamerxv;fixed from 346b06 commit ;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fix logger module in orderer,FAB-3420,16014,,Bug,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,baohua,baohua,baohua,26/Apr/17 4:13 PM,20/Jul/18 11:12 PM,28/Oct/23 2:59 AM,29/Apr/17 10:42 AM,v1.0.0,,,,,fabric-orderer,,,,,,,0,,,,,,,,"The logger does not match the module, e.g., in orderer/configupdate, the logger module is ""orderer/multichain""

",,baohua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzxra7:",,,,,,,,,,,,,,,,,,,,,,,,,,,baohua,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"26/Apr/17 4:21 PM;baohua;https://gerrit.hyperledger.org/r/#/c/8535/;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
code coverage should exclude go files included in bddtests directory,FAB-3422,16017,,Bug,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,rameshthoomu,rameshthoomu,rameshthoomu,26/Apr/17 10:59 PM,20/Jul/18 11:12 PM,28/Oct/23 2:59 AM,29/Apr/17 5:16 AM,,,,v1.0.0,,fabric-build,,,,,,,0,quality,,,,,,,"code coverage should exclude ""go"" files included in bddtests directory.  Code coverage report is showing bddtests as a package and below is the coverage report showing on bddtests folder
https://jenkins.hyperledger.org/view/fabric/job/fabric-merge-x86_64/1609/cobertura/github_com_hyperledger_fabric_bddtests/

bddtests is a directory created to test functional tests and it is not required to keep these files in unit-test coverage.",,rameshthoomu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzxran:",,,,,,,,,,,,,,,,,,,,,,,,,,,rameshthoomu,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ledger Performance test (LevelDB),FAB-3426,16021,15440,Sub-task,Closed,FAB,Fabric,software,denyeart,,,High,Done,AdnanChoudhury,AdnanChoudhury,AdnanChoudhury,27/Apr/17 1:30 AM,20/Jul/18 11:12 PM,28/Oct/23 2:59 AM,27/Sep/17 7:41 PM,,,,Future,,fabric-ledger,fabric-quality,,,,,,0,ledger,quality,,,,,,Performance test (throughput in transactions/sec) for Ledger component through the ledger API. Used the test hjarness in https://gerrit.hyperledger.org/r/#/c/6793/ ,,AdnanChoudhury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAB-1309,,,,,,,,,,,,,,,"27/Apr/17 2:21 AM;AdnanChoudhury;ExperimentsResults_AdnanC.xlsx;https://jira.hyperledger.org/secure/attachment/10679/ExperimentsResults_AdnanC.xlsx",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzxrbb:",,,,,,Sprint 19 - Quality,,,,,,,,,,,,,,,,,,,,,AdnanChoudhury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27/Apr/17 2:26 AM;AdnanChoudhury;Throughput was measured with varying 1) number of chaincodes, 2) no. of parallel transactions, 3) key-value size, 4) batch size 5) no. of total keys. The results are in the attached spreadsheet,  ;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ledger Performance test with CouchDB ,FAB-3427,16022,15440,Sub-task,Closed,FAB,Fabric,software,denyeart,,,High,Done,AdnanChoudhury,AdnanChoudhury,AdnanChoudhury,27/Apr/17 1:31 AM,20/Jul/18 11:12 PM,28/Oct/23 2:59 AM,28/Nov/17 12:54 AM,,,,Future,,fabric-ledger,fabric-quality,,,,,,0,ledger,quality,,,,,,"Performance test (throughput in transactions/sec) for Ledger component through the ledger API, using CouchDB. Used the test hjarness in https://gerrit.hyperledger.org/r/#/c/6793/
",,AdnanChoudhury,AshishkumarLakshmanan,chris.elder,nitingaur,,,,,,,,,,,,,,,,,,,,,,,,,FAB-2724,FAB-3464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAB-1310,,,,,,,,,,FAB-6442,,,,,,,,,,,,,,,"26/Oct/17 12:01 AM;chris.elder;CouchDBLayer_Testing.xlsx;https://jira.hyperledger.org/secure/attachment/12818/CouchDBLayer_Testing.xlsx","10/Nov/17 10:08 AM;chris.elder;EndToEnd_Testing.xlsx;https://jira.hyperledger.org/secure/attachment/13320/EndToEnd_Testing.xlsx","21/Jun/17 4:00 AM;chris.elder;ExperimentsResults_CouchDB_Linux.xlsx;https://jira.hyperledger.org/secure/attachment/11216/ExperimentsResults_CouchDB_Linux.xlsx","24/May/17 12:43 AM;AdnanChoudhury;ExperimentsResults_GolevelDB_CouchDB.xlsx;https://jira.hyperledger.org/secure/attachment/10858/ExperimentsResults_GolevelDB_CouchDB.xlsx","26/Oct/17 12:07 AM;chris.elder;StateDBLayer_Testing.xlsx;https://jira.hyperledger.org/secure/attachment/12819/StateDBLayer_Testing.xlsx",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Impediment,,,,,,"1|hzxrbj:",,,,,,Sprint 19 - Quality,,,,,,,,,,,,,,,,,,,,,AdnanChoudhury,AshishkumarLakshmanan,chris.elder,nitingaur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24/May/17 12:43 AM;AdnanChoudhury;Numbers for Ledger Benchmark with CouchDB is in the attached excel file. For reference, the Golleveldb numbers are also included (second and third sheet);;;","21/Jun/17 4:03 AM;chris.elder;Added spreadsheet ExperimentsResults_CouchDB_Linux.

This contains results from the Ledger Benchmark run against CouchDB running locally and inside a docker container.  There are also results for CouchDB with JSON documents and values stored as attachments.

Data was collected using performance recommendations documented in FAB-4243 and FAB-4872.

 ;;;","26/Oct/17 12:06 AM;chris.elder;Added spreadsheet CouchDBLayer_Testing.

This spreadsheet shows results from testing at the fabric couchdb layer.  

Tests were executed to show the difference between single versus bulk CouchDB operations.

Tests show the difference between insert and update operations as well as JSON versus binary values.;;;","26/Oct/17 12:10 AM;chris.elder;Added spreadsheet StateDBLayer_Testing.

This spreadsheet shows results from testing at the fabric statedb layer for CouchDB.  

Tests were executed to show the difference between insert versus update operations and JSON versus binary values.

Purpose of the test is to provide a baseline for end to end testing.;;;","26/Oct/17 12:19 AM;chris.elder;Added spreadsheet EndToEnd_Testing.

This spreadsheet shows:
 * end to end processing for JSON vs binary values
 * effect of increasing batch size
 * effect of increasing the number of chains

Note:  Tests are run both with and without validation.  The validation executes a GetState for every item.  This causes an overall performance degradation. 

 ;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
configtxgen should report which configuration is ultimately loaded,FAB-3428,16023,14540,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Low,Done,greg.haskins,greg.haskins,greg.haskins,27/Apr/17 1:41 AM,20/Jul/18 11:12 PM,28/Oct/23 2:59 AM,02/May/17 5:03 AM,,,,v1.0.0,,fabric-peer,,,,,,,0,,,,,,,,It would be helpful to the user to understand which configtx.yaml might have been loaded by the configtxgen tool since the configuration selection is partially automated.,,greg.haskins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzxrbr:",,,,,,,,,,,,,,,,,,,,,,,,,,,greg.haskins,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
go-sdk to update e2e test with using an Admin identity to query for installed chaincodes,FAB-3429,16024,15549,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,aleksandar.likic@gmail.com,aleksandar.likic@gmail.com,aleksandar.likic@gmail.com,27/Apr/17 2:18 AM,20/Jul/18 11:12 PM,28/Oct/23 2:59 AM,27/Jun/17 1:04 AM,,,,v1.0.0,,fabric-sdk-go,,,,,,,0,,,,,,,,https://gerrit.hyperledger.org/r/#/c/8229 now requires an admin user to install chaincode,,aleksandar.likic@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAB-3380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzxrbz:",,,,,,Sprint 15 - Crypto,,,,,,,,,,,,,,,,,,,,,aleksandar.likic@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Demonstrate config updates wrt to MSP update, in particular, CRL",FAB-3430,16025,,Story,Closed,FAB,Fabric,software,denyeart,,,Medium,Won't Do,jeffgarratt,jeffgarratt,jeffgarratt,27/Apr/17 2:25 AM,30/Jul/19 11:41 AM,28/Oct/23 2:59 AM,30/Jul/19 11:41 AM,,,,,,fabric-quality,,,,,,,0,quality,,,,,,,,,bmkor,jeffgarratt,mastersingh24,,,,,,,,,,,,,,,,,,,,,,,,,,FAB-3199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAB-1141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,FAB-1141,,,,,,,,,,"1|hzxrc7:",,,,Unset,,,,,,,,,,,,Unset,,,,,,,,,,,bmkor,jeffgarratt,mastersingh24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03/May/17 11:49 PM;jeffgarratt;[~binhn] Spoke with security team and Yacov on scrum this AM.  Yacov pointed out that this functionality cannot be utilized until https://jira.hyperledger.org/browse/FAB-3199 is resolved.;;;","30/Jul/19 11:41 AM;mastersingh24;Open 1 year or more with no activity ... time to cleanup;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Callstack should always be appended when displaying CallStackError in logs,FAB-3431,16026,15565,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,wlahti,wlahti,wlahti,27/Apr/17 2:28 AM,20/Jul/18 11:12 PM,28/Oct/23 2:59 AM,27/Apr/17 9:31 PM,,,,v1.0.0,,fabric-peer,,,,,,,0,,,,,,,,"The callstack should always be appended to the error message when displaying CallStackError errors in logs. 

This item will remove the dependency on core.yaml for setting the display of the callstack, resulting in all calls to Error() appending the callstack, if available. It also modifies the Message() function to display just the error message without callstack for cases where just the message is needed.",,wlahti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzxrcf:",,,,,,,,,,,,,,,,,,,,,,,,,,,wlahti,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
make native should build all binary files,FAB-3434,16029,,Task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,rameshthoomu,rameshthoomu,rameshthoomu,27/Apr/17 5:30 AM,20/Jul/18 11:12 PM,28/Oct/23 2:59 AM,27/Apr/17 10:40 PM,,,,v1.0.0,,fabric-build,,,,,,,0,build-system,quality,,,,,,"make native should build ""cryptogen"", ""configtxgen"", ""peer"" and ""orderer""",,rameshthoomu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzxrcn:",,,,,,,,,,,,,,,,,,,,,,,,,,,rameshthoomu,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
