Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Inward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Issue split),Inward issue link (Issue split),Outward issue link (Issue split),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Business Value),Custom field (Commit Levels),Custom field (Current Status),Custom field (Design),Custom field (Design Status),Custom field (Documentation Impact),Custom field (Documentation Status),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Executed),Custom field (Found in Commit),Custom field (Function Test Status),Custom field (Must Fix),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Custom field (Release Note),Custom field (Release Note Required),Custom field (Root Cause Analysis),Custom field (SDK Impact),Custom field (Sample/Tutorial),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Steps to Reproduce),Custom field (Story Points),Custom field (System Test Impact),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Test Plan),Custom field (Test Result),Custom field (Test Result Details),Custom field (Test Type),Custom field (Triaged),Custom field (Usage),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Workaround),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitCommitsReferenced),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
As a fabric developer i want to document the high-level sequence of operations for channel ACL,FAB-1010,13341,12935,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Won't Do,,elli-androulaki,elli-androulaki,07/Nov/16 10:47 PM,23/Jan/20 3:40 AM,28/Oct/23 2:57 AM,23/Jan/20 3:40 AM,,,,,,,,,0,stale-item,,,,,,,,"Describe what information needs to be specified at bootstrap time, what policies to be supported after bootstrap for (channel) configuration changes, etc.",,elli-androulaki,sykesm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07/Nov/16 10:48 PM;elli-androulaki;multi-channel-ACL-v6.pdf;https://jira.hyperledger.org/secure/attachment/10219/multi-channel-ACL-v6.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzxe8f:",,,,,,Sprint 5 - Crypto,Sprint 7 - Crypto,Sprint 8 - Crypto,Sprint 9 - Crypto,Sprint 9  - Crypto,Sprint 10 - Crypto,,,,,,,,,,,,,,,,,,,,elli-androulaki,sykesm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23/Jan/20 3:40 AM;sykesm;Stale;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As a fabric developer I want to specify the channel ACL related interfaces,FAB-1011,13342,12935,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,,elli-androulaki,elli-androulaki,07/Nov/16 10:48 PM,20/Jul/18 11:10 PM,28/Oct/23 2:57 AM,06/Jul/18 10:46 PM,,,,,fabric-crypto,,,,0,Security,,,,,,,,,,elli-androulaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzxe8n:",,,,,,Sprint 5 - Crypto,Sprint 7 - Crypto,Sprint 8 - Crypto,Sprint 9 - Crypto,Sprint 9  - Crypto,Sprint 10 - Crypto,,,,,,,,,,,,,,,,,,,,elli-androulaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setup Jenkins job for fabric-cop repository,FAB-1012,13343,,Task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,rameshthoomu,rameshthoomu,rameshthoomu,07/Nov/16 11:40 PM,13/Nov/18 3:13 PM,28/Oct/23 2:57 AM,08/Nov/16 11:18 PM,,,,,,,,08/Nov/16 12:00 AM,0,build-system,,,,,,,,"As requested by [~smithbk], setup Jenkins job for fabric-cop repository. ",,rameshthoomu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,14400,,0%,14400,14400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzxe8v:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rameshthoomu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08/Nov/16 6:39 AM;rameshthoomu;Patch has been created and submitted for review.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turn validated new-chain configuration envelope into proper genesis block,FAB-1013,13344,,Task,Closed,FAB,Fabric,software,denyeart,,,High,Done,,kchristidis,kchristidis,08/Nov/16 2:16 AM,20/Jul/18 11:10 PM,28/Oct/23 2:57 AM,21/Nov/16 12:52 AM,,,,,fabric-orderer,,,,0,consensus,,,,,,,,"The ordering node should be able to turn a validated new-chain configuration envelope into a proper genesis block. The ordering logic will then be able to get that block directly and push it to the new chain, and also set-up all the related logic (cutBlock goroutine, etc.) based on the parameters extracted from that genesis block (batchTimeout, batchSize), etc.",,kchristidis,tuand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAB-819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAB-686,,,,,,,,,"1|hzx8e7:",,,,,,Sprint 5 - Consensus,,,,,,,,,,,,,0.0,,,,,,,,,,,,kchristidis,tuand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"09/Nov/16 11:09 PM;tuand;This is similar to what I'm trying to do with FAB-665 and FAB-666 ? We have a tool that creates the genesis block and writes to a file.

I'm updating the orderer to then read that file, pull out and apply configuration items then write the block to the chain.;;;","10/Nov/16 12:31 AM;kchristidis;I haven't reviewed your changeset yet, but the genesis block tool gets certificate files and config parameters written in a file (I guess) as inputs, and outputs a block and the hash. (Let me know if my understanding is way off.)

What I'm looking for here is a function (not a script) that gets, a ConfigurationEnvelope (specifically, not certs and config files) as input and outputs a genesis block (as a data structure, in memory, no write-to-file) needed.

These look like two different things to me, but let me know if you think I'm wrong.;;;","10/Nov/16 2:04 AM;tuand;in my https://gerrit.hyperledger.org/r/#/c/2259 changeset,  method serializeBlock() does exactly that.  I would have to reorganize it a bit to get input/output right but the code is there.;;;","11/Nov/16 4:39 AM;kchristidis;Right, I see the overlap now.

Please note that we'll need this function exported so that the broadcast code (https://gist.github.com/kchristidis/72b957547489e2331e8dbb346cb65a00#file-broadcast-go-L236) can call it.

It may also make sense to rename the function accordingly and/or modify your interfaces and/or move it to the orderer's common package.

;;;","21/Nov/16 12:52 AM;kchristidis;Now that the flow becomes clearer, we can abandon this. The incoming chain-creation configuration transaction itself will be the genesis block for the new chain, so no extra logic needs to be added. Setting to 0 story points and marking as done.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gopath and goroot errors while executing make cop in fabric-cop repository,FAB-1014,13345,,Bug,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,smithbk,rameshthoomu,rameshthoomu,08/Nov/16 3:12 AM,20/Jul/18 11:10 PM,28/Oct/23 2:57 AM,08/Nov/16 3:47 AM,,,,,,,,,0,,,,,,,,,"I have followed the cop readme documentation and executed `make cop`. Observed below error from fabric-cop repository.

vagrant@hyperledger-devenv:v0.1.0-8e94f33:/opt/gopath/src/github.com/hyperledger/fabric/fabric-cop$ make
Checking go files for license headers ...
All go files have license headers
Building cop in bin directory ...
cop.go:43:2: cannot find package ""github.com/hyperledger/fabric-cop/cli/cop/client/enroll"" in any of:
        /opt/gopath/src/github.com/hyperledger/fabric/fabric-cop/vendor/github.com/hyperledger/fabric-cop/cli/cop/client/enroll (vendor tree)
        /opt/gopath/src/github.com/hyperledger/fabric/vendor/github.com/hyperledger/fabric-cop/cli/cop/client/enroll
        /opt/go/src/github.com/hyperledger/fabric-cop/cli/cop/client/enroll (from $GOROOT)
        /opt/gopath/src/github.com/hyperledger/fabric-cop/cli/cop/client/enroll (from $GOPATH)
cop.go:44:2: cannot find package ""github.com/hyperledger/fabric-cop/cli/cop/client/register"" in any of:
        /opt/gopath/src/github.com/hyperledger/fabric/fabric-cop/vendor/github.com/hyperledger/fabric-cop/cli/cop/client/register (vendor tree)
        /opt/gopath/src/github.com/hyperledger/fabric/vendor/github.com/hyperledger/fabric-cop/cli/cop/client/register
        /opt/go/src/github.com/hyperledger/fabric-cop/cli/cop/client/register (from $GOROOT)
        /opt/gopath/src/github.com/hyperledger/fabric-cop/cli/cop/client/register (from $GOPATH)
cop.go:45:2: cannot find package ""github.com/hyperledger/fabric-cop/cli/cop/server"" in any of:
        /opt/gopath/src/github.com/hyperledger/fabric/fabric-cop/vendor/github.com/hyperledger/fabric-cop/cli/cop/server (vendor tree)
        /opt/gopath/src/github.com/hyperledger/fabric/vendor/github.com/hyperledger/fabric-cop/cli/cop/server
        /opt/go/src/github.com/hyperledger/fabric-cop/cli/cop/server (from $GOROOT)
        /opt/gopath/src/github.com/hyperledger/fabric-cop/cli/cop/server (from $GOPATH)
cop.go:46:2: cannot find package ""github.com/hyperledger/fabric-cop/cli/cop/server/tcert"" in any of:
        /opt/gopath/src/github.com/hyperledger/fabric/fabric-cop/vendor/github.com/hyperledger/fabric-cop/cli/cop/server/tcert (vendor tree)
        /opt/gopath/src/github.com/hyperledger/fabric/vendor/github.com/hyperledger/fabric-cop/cli/cop/server/tcert
        /opt/go/src/github.com/hyperledger/fabric-cop/cli/cop/server/tcert (from $GOROOT)
        /opt/gopath/src/github.com/hyperledger/fabric-cop/cli/cop/server/tcert (from $GOPATH)
make: *** [cop] Error 1",,mastersingh24,rameshthoomu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzxe93:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mastersingh24,rameshthoomu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08/Nov/16 3:38 AM;mastersingh24;I think this assumes you already have GOPATH and GOROOT set and that the code has been cloned properly into GOPATH/src.  {{make}} and {{make cop}} both seem to work for me;;;","08/Nov/16 3:54 AM;rameshthoomu;[~keithsmith] fabric-cop repository should be in hyperledger directory. I have cloned this in fabric directory and observed the mentioned error. So, we have to clone fabric-cop in hyperledger directory. Closing this issue;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enable cobertura code coverage report in CI for fabric-cop repository,FAB-1015,13346,,Task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,rameshthoomu,rameshthoomu,rameshthoomu,08/Nov/16 5:08 AM,20/Jul/18 11:10 PM,28/Oct/23 2:57 AM,28/Dec/16 12:58 AM,,,,,,,,,0,build-system,,,,,,,,Enable cobertura code coverage report in CI for fabric-cop repository.,,rameshthoomu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzxe9b:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rameshthoomu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"10/Nov/16 7:41 AM;rameshthoomu;Added Cobertura Coverage report in Sandbbox Jenkins CI. Will submit patch after merge of this patch https://gerrit.hyperledger.org/r/#/c/2417/;;;","17/Nov/16 12:26 AM;rameshthoomu;Patch has been submitted;;;","28/Dec/16 12:58 AM;rameshthoomu;Cobertura coverage reported implemented for fabric-cop repository https://jenkins.hyperledger.org/view/fabric-cop/job/fabric-cop-verify-x86_64/214/cobertura/;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gossip communication layer send buffers,FAB-1016,13347,,Task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,yacovm,yacovm,yacovm,08/Nov/16 5:56 AM,20/Jul/18 11:10 PM,28/Oct/23 2:57 AM,08/Nov/16 4:15 PM,,,,,fabric-gossip,,,,0,gossip,,,,,,,,"We Need to add send buffers to gossip comm layer.
Currently the send is used by queue-ing a goroutine, which doesn't preserve FIFO order (due to not having scheduling guarantees) and also may stack too much goroutines.

This also contains a small but important fix to the handshake test in the comm tests, that sometimes fails the test. 
",,yacovm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAB-290,,,,,,,,,"1|hzx8jj:",,,,,,Sprint 4 - Gossip,Sprint 5 - gossip,,,,,,,,,,,,,,,,,,,,,,,,yacovm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Identify and write System and Feature tests with a backend support structure for future tests,FAB-1017,13348,,Epic,Closed,FAB,Fabric,software,denyeart,,,High,Done,bmos299,scottz,scottz,08/Nov/16 6:02 AM,01/Aug/19 10:09 AM,28/Oct/23 2:57 AM,01/Aug/19 10:09 AM,,,v1.0.0,,fabric-quality,,,,1,quality,,,,,,,,"TEAM:
Read all these architecture and design docs, and discuss each one amongst the team at regular review meetings.
 [https://wiki.hyperledger.org/community/fabric-design-docs]
Determine what and how to test v1.0 fabric. (all - breakdown by component endorsers, committers, consenter/orderers, ledger, SDKs, etc.)
Get the current fabric v1.0 testbed running on our laptops with correct readme instructions (Ratnakar and Barry).

Catchup phase: Examine stories completed to date in each component area to identify missing feature tests, and work with developers to identify use-cases and write baseline feature file tests using gherkin language.

Backend utilities for functions that drive the feature files will be identified and written as needed. When writing the underlying code behind the feature files, certain details of implementation should be understood and used, but this should not stop the initial setup of the tests.

Functional and behavior driven tests should be written based on the understanding of a fabric requirement (story) and not on the implementation of the requirement. These and future tests can then be executed to verify that the implementation was completed as expected.

These stories should cover existing behavior and allow for the basic setup of functional and behavior tests for the Hyperledger Fabric project.

Components for focused testing of configuration and operation may include (but may not be limited to) the following:
 * COP
 * Orderer
 * Endorser
 * Gossip
 * MSP
 * Peer
 * Ledgers",,latitiah,scottz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAB-3280,,,FAB-3504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,Unset,ghx-label-3,,create functional and system tests,To Do,,,Unset,,,,"1|hzx30v:",,,,Unset,Unset,Sprint 8 - Quality,Sprint 9 - Quality,Sprint 10 - Quality,Sprint 11 - Quality,Sprint 12 - Quality,Sprint 13 - Quality,Sprint 14 - Quality,Sprint 15 - Quality,Sprint 16 - Quality,Sprint 17 - Quality,Sprint 18 - Quality,Sprint 19 - Quality,,,,,,,,,,,,,,latitiah,scottz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"17/Dec/16 2:19 AM;latitiah;Moving forward: Developers will ensure that the stories will contain a general description of the scenario that they are working on. Testers should work with developers to expand the feature file tests as needed.;;;","28/Apr/17 8:21 AM;scottz;This v1.0 testplan guide may be useful:
https://docs.google.com/spreadsheets/d/1_IdXCuYMKkqXr3Za0pVnFP3sP1jBcNbYnTJGV-nSkxI/edit#gid=442991954;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gossip MultiChannel Support API,FAB-1018,13349,,Task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,yacovm,yacovm,yacovm,08/Nov/16 6:20 AM,20/Jul/18 11:10 PM,28/Oct/23 2:57 AM,28/Dec/16 6:37 PM,,,,,fabric-gossip,,,,0,gossip,,,,,,,,,,yacovm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11/Nov/16 2:55 AM;C0rWin;Screen Shot 2016-11-10 at 12.55.29.png;https://jira.hyperledger.org/secure/attachment/10223/Screen+Shot+2016-11-10+at+12.55.29.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAB-290,,,,,,,,,"1|hzx83r:",,,,,,Sprint 4 - Gossip,Sprint 5 - gossip,Sprint 6 - Gossip,Sprint 7 - Gossip,,,,,,,,,,,,,,,,,,,,,,yacovm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add unit tests for ledger applications on Fabric 1.0,FAB-1019,13350,,Story,Closed,FAB,Fabric,software,denyeart,,,High,Done,,Nishi,Nishi,08/Nov/16 6:34 AM,21/Jul/18 3:55 AM,28/Oct/23 2:57 AM,10/Jul/18 3:23 AM,,,v1.0.0,,fabric-quality,,,,0,Ledger,quality,,,,,,,Add unit tests to example.go application in ledger examples.,,ChristopherFerris,inatatsu,Nishi,troyronda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,FAB-758,,,,,,,,,"1|hzx2wv:",,,,Unset,,Sprint 6 - Crypto,Sprint 6 - Quality,Sprint 7 - Quality,Sprint 8 - Quality,Sprint 9 - Quality,Sprint 10 - Quality,Sprint 11 - Quality,Sprint 12 - Quality,Sprint 13 - Quality,Sprint 14 - Quality,Sprint 15 - Quality,Sprint 16 - Quality,,2.0,Unset,,,,,,,,,,,ChristopherFerris,inatatsu,Nishi,troyronda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22/Dec/16 6:34 AM;Nishi;Test code failed on assertion when testing tryDoubleSpend() function in ""/github.com/hyperledger/fabric/core/ledger/kvledger/examples/accounts""
Submitted a patchset in Gerrit and code is under review by Dave.
;;;","25/Apr/17 10:32 PM;ChristopherFerris;I can find no CRs that match this. ;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Configuration system chaincode,FAB-1020,13351,,Story,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,binhn,binhn,binhn,08/Nov/16 7:35 AM,21/Jul/18 3:56 AM,28/Oct/23 2:57 AM,17/Dec/16 11:17 AM,,,,,fabric-peer,,,,0,Endorser,,,,,,,,"We need to process CONFIGURATION transactions from orderer (not from client as in transaction proposals). We need to convert configuration items into a write-set for ledger to commit to the datastore. The configuration data will be cached in the state db.

This chaincode also provides query functions to access configuration. It also process join channel request from client.",,binhn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAB-1022,FAB-1023,FAB-1024,FAB-1025,FAB-1033,FAB-497,FAB-495,FAB-1378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,FAB-757,,,,,,,,,"1|hzxe9r:",,,,Unset,,Sprint 6 - Endorser,Sprint 7 - Endorser,,,,,,,,,,,,,Unset,,,,,,,,,,,binhn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
