Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Log Work,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Inward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Business Value),Custom field (Commit Levels),Custom field (Current Status),Custom field (Design),Custom field (Design Status),Custom field (Documentation Impact),Custom field (Documentation Status),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Executed),Custom field (Found in Commit),Custom field (Function Test Status),Custom field (Must Fix),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Custom field (Release Note),Custom field (Release Note Required),Custom field (Root Cause Analysis),Custom field (SDK Impact),Custom field (Sample/Tutorial),Sprint,Sprint,Sprint,Custom field (Steps to Reproduce),Custom field (Story Points),Custom field (System Test Impact),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Test Plan),Custom field (Test Result),Custom field (Test Result Details),Custom field (Test Type),Custom field (Triaged),Custom field (Usage),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Workaround),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitCommitsReferenced),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Update examples scripts,FAB-6064,20659,,Story,Closed,FAB,Fabric,software,denyeart,,,Lowest,Won't Do,kaichiasjtu,Vladislav-Zolotaryov,Vladislav-Zolotaryov,07/Sep/17 8:57 PM,23/Jan/20 7:04 AM,28/Oct/23 3:00 AM,23/Jan/20 7:04 AM,v1.0.3,,,,,,Future,,,fabric-samples,,,,0,quality,stale-item,,,,,"I propose changing the default version of the fabric images in download-dockerimages.sh scripts from 1.0.0-beta to the current release 1.0.2

As well as adding a failure message to the generateArtifacts.sh script, on configtxgen build step, since without it you have a broken script pipeline with a mysterious error in the end if be chance you forgot to add GOPATH variable or place the fabric sources in it.

Something like:
{code:java}
make -C $FABRIC_ROOT release || { echo 'Could not build cryptogen' ; exit 1; }{code}",,kaichiasjtu,sykesm,Vladislav-Zolotaryov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,600,,0%,600,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzyfkf:",,,,Unset,,,,,,,Unset,,,,,,,,,,,kaichiasjtu,sykesm,Vladislav-Zolotaryov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21/Nov/17 10:46 PM;kaichiasjtu;The Docker images of fabric are up to 1.1.0, I change it from 1.0.0-beta to 1.1.0-preview?;;;","23/Jan/20 7:04 AM;sykesm;Stale;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JSDK Channel service for events,FAB-6066,20666,23839,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,rickr,rickr,rickr,07/Sep/17 11:29 PM,20/Jul/18 11:14 PM,28/Oct/23 3:00 AM,11/Jan/18 6:05 AM,v1.1.0,,,,,,v1.1.0,,,fabric-sdk-java,,,,1,,,,,,,"See parent for now.

https://gerrit.hyperledger.org/r/#/c/16117/",,osesov,rickr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FABJ-181,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyflz:",,,,,,,,,,,,,,,,,,,,,,osesov,rickr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dev,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ledger regression tests are failing in daily CI build,FAB-6067,20669,,Bug,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,AdnanChoudhury,rameshthoomu,rameshthoomu,07/Sep/17 11:45 PM,20/Jul/18 11:14 PM,28/Oct/23 3:00 AM,20/Sep/17 12:26 AM,,,,,,,,,,fabric-ledger,,,,0,,,,,,,"Observed ledger regression tests are failing in daily CI build.. Below is the log and build output

[https://jenkins.hyperledger.org/view/Daily/job/fabric-daily-tests-x86_64/79/console]
{code:java}
../chainmgmt/chains.go:112: c.PeerLedger.Commit undefined (type ""github.com/hyperledger/fabric/core/ledger"".PeerLedger has no field or method Commit){code}",,AdnanChoudhury,rameshthoomu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAB-6171,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyfmf:",,,,,,,,,,,,,,,,,,,,,,AdnanChoudhury,rameshthoomu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"15/Sep/17 5:50 AM;AdnanChoudhury;https://gerrit.hyperledger.org/r/#/c/13485/;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add capabilities package to common,FAB-6069,20671,19633,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,jyellick,jyellick,jyellick,07/Sep/17 11:53 PM,20/Jul/18 11:14 PM,28/Oct/23 3:00 AM,29/Sep/17 6:35 AM,,,,,,,v1.1.0,,,,,,,0,,,,,,,,,jyellick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyfmv:",,,,,,,,,,,,,,,,,,,,,,jyellick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add capabilities package to orderer,FAB-6070,20672,19633,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,jyellick,jyellick,jyellick,07/Sep/17 11:53 PM,20/Jul/18 11:14 PM,28/Oct/23 3:00 AM,29/Sep/17 6:38 AM,,,,,,,v1.1.0,,,fabric-orderer,,,,0,,,,,,,,,jyellick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyfn3:",,,,,,,,,,,,,,,,,,,,,,jyellick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add capabilities package to peer,FAB-6071,20673,19633,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,jyellick,jyellick,jyellick,07/Sep/17 11:53 PM,20/Jul/18 11:14 PM,28/Oct/23 3:00 AM,29/Sep/17 6:36 AM,,,,,,,v1.1.0,,,fabric-peer,,,,0,,,,,,,,,jyellick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyfnb:",,,,,,,,,,,,,,,,,,,,,,jyellick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panic on incompatibilities,FAB-6072,20674,19633,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,jyellick,jyellick,jyellick,08/Sep/17 12:52 AM,20/Jul/18 11:14 PM,28/Oct/23 3:00 AM,30/Sep/17 8:18 PM,,,,,,,,,,,,,,0,,,,,,,,,jyellick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyfnj:",,,,,,,,,,,,,,,,,,,,,,jyellick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Update shim errors to new errors package,FAB-6073,20675,15565,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,wlahti,wlahti,wlahti,08/Sep/17 1:07 AM,20/Jul/18 11:14 PM,28/Oct/23 3:00 AM,15/Sep/17 3:43 AM,,,,,,,v1.1.0,,,fabric-peer,,,,0,,,,,,,,,wlahti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyfnr:",,,,,,,,,,,,,,,,,,,,,,wlahti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"14/Sep/17 12:36 AM;wlahti;https://gerrit.hyperledger.org/r/#/c/13247/;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remove 'endorserid' parameter from transient store APIs,FAB-6074,20676,20526,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,Senthil1,manish-sethi,manish-sethi,08/Sep/17 1:40 AM,20/Jul/18 11:14 PM,28/Oct/23 3:00 AM,14/Sep/17 6:48 PM,,,,,,,,,,fabric-ledger,,,,0,,,,,,,"1) Remove `endorserid` parameter from `{color:#000000}Persist{color}` function in the transient store interface.

2) In the implementation, change the existing function

`{color:#000000}Persist(txid {color}{color:#0000ff}string{color}{color:#000000}, endorserid {color}{color:#0000ff}string{color}{color:#000000},{color} {color:#000000}endorsementBlkHt {color}{color:#0000ff}uint64{color}{color:#000000}, privateSimulationResults {color}{color:#000000}*{color}{color:#000000}rwset.TxPvtReadWriteSet){color}` to
 `p{color:#000000}ersist(txid {color}{color:#0000ff}string{color}{color:#000000}, uuid {color}{color:#0000ff}string{color}{color:#000000}, {color}{color:#000000}endorsementBlkHt {color}{color:#0000ff}uint64{color}{color:#000000}, privateSimulationResults {color}{color:#000000}*{color}{color:#000000}rwset.TxPvtReadWriteSet){color}`

3) In the implementation, implement new function (in point 1 above) such that it computes a uuid and invokes the function specified in point 2 above
  
 4) remove `{color:#000000}EndorserID` from `{color}EndorserPvtSimulationResults{color:#000000}`{color}",,manish-sethi,Senthil1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyfnz:",,,,,,,,,,,,,,,,,,,,,,manish-sethi,Senthil1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"08/Sep/17 1:41 AM;manish-sethi;[~yacovm], [~C0rWin], [~denyeart] - FYI;;;","11/Sep/17 2:02 PM;Senthil1;[~manish-sethi] If transientstore generates UUID and remove endorserId from Persist, coordinator cannot use GetSelfSimulatedTxPvtRWSetByTxid(). Anyway, current gossip's privateDataDistributor does not differentiate between selfendorsed RWSet and received RWSet. Hence, I assume that coordinator will use GetTxPvtRWSetByTxid() to get the private write set instead of GetSelfSimulatedTxPvtRWSetByTxid().;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add timestamp and timewindow to event registration,FAB-6075,20677,18136,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,wlahti,wlahti,wlahti,08/Sep/17 2:26 AM,21/Feb/19 6:19 AM,28/Oct/23 3:00 AM,20/Oct/17 2:47 AM,,,,,,,v1.1.0,,,fabric-peer,,,,0,,,,,,,"- change to the Event proto message to include a timestamp
- enhancement of peer to check the timestamp field (with version dependency)
- enhancement of the peer setup configuration with a time-window, assuming the peer is to be considering requests within time-window < |peer-local-time - event-timestamp|",,denyeart,dhuseby,elli-androulaki,muralisr,troyronda,wlahti,yacovm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyfo7:",,,,,,,,,,,,,,,,,,,,,,denyeart,dhuseby,elli-androulaki,muralisr,troyronda,wlahti,yacovm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"13/Sep/17 2:57 AM;wlahti;https://gerrit.hyperledger.org/r/#/c/13257/;;;","27/Sep/17 11:03 PM;wlahti;A few concerns with this approach have been raised. It doesn't seem to add much in the way of security and only makes it more difficult for legitimate users that might be experiencing network latency. Maybe it would be best to continue with a complete fix that adds information about the recipient of the event registration and avoids timestamps altogether? [~muralisr] Anything to add? [~elli-androulaki] Any thoughts?;;;","28/Sep/17 9:25 PM;muralisr;[~wlahti]   Right, if I understood it right, if the timestamp is too small it could block legit users, if its large (like it is now - 1 min) it could allow malicious users to get in anyway. I was not sure how much timestamp buys... so with the complete fix, this would be just extra code to maintain for little return ? 

On the other hand if we are targeting a larger window (hours, days, etc) to block revoked users, maybe its worth it but the question of whether we really need this is still valid I think.

but can easily defer to [~elli-androulaki] on this :-);;;","29/Sep/17 9:56 PM;elli-androulaki;Hi @muralisr, 
Here are my 2c :)

 
{noformat}
 I understood it right, if the timestamp is too small it could block legit users{noformat}
Correct
{noformat}
if its large (like it is now - 1 min) it could allow malicious users to get in anyway{noformat}
If it is ""too"" large, this is indeed the case. But there is a middle ground. I would not expect that peers get compromised always within the hour of users registering to them :) So I would say it still give us some security guarantees, i.e., against an adversary that compromises the peer after the time window the registration request is valid closes.
{noformat}
so with the complete fix, this would be just extra code to maintain for little return{noformat}
True, but it seems to me natural to have timestamps attached to event registration requests. It also allows for an easy check even before do a signature verification if the request has expired. 
This would allow someone to avoid (accidental) replays of the registration request to the same peer (though admittedly not so easy for the same request to be replayed), etc... 



 ;;;","30/Sep/17 12:09 AM;muralisr;[~elli-androulaki]  makes sense to me. As long as we don't block legit users and cause more of a problem than otherwise, I suppose we could argue that this does provide another layer of protection.

(and thank you for the detailed response!);;;","30/Sep/17 12:15 AM;wlahti;So what should the plan be here? What time window value seems reasonable?;;;","30/Sep/17 12:51 AM;elli-androulaki;[~muralisr], sure!

[~wlahti], shall we start with half an hour or so? What do you think?;;;","04/Oct/17 12:59 AM;wlahti;[~elli-androulaki] I went with 15 minutes to each side of the peer's time for a total time window of 30 minutes. ;;;","06/Oct/17 4:05 AM;yacovm;Not sure why this is any good if we are going to include the certificate of the peer anyway? Then the signed event becomes none-relayable to anyone but the peer itself.;;;","11/Oct/17 5:07 AM;elli-androulaki;Agreed, but it seems to me natural to have timestamps attached to event registration requests. It also allows for an easy check even before do a signature verification if the request has expired (so signature validation would not be needed even). ;;;","21/Feb/19 6:19 AM;denyeart;Confirmed that this works in the wild... a user has reported error:
{code:java}
[common.deliver] deliverBlocks -> WARN 07f Rejecting deliver for 172.20.0.1:42306 due to envelope validation error: envelope timestamp 2019-02-20 19:40:45.995 +0000 UTC is more than 15m0s apart from current server time 2019-02-19 15:03:37.2216412 +0000 UTC m=+64547.591463801{code};;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fix typo in log message for implicit policies,FAB-6076,20678,,Bug,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,jyellick,jyellick,jyellick,08/Sep/17 2:45 AM,20/Jul/18 11:14 PM,28/Oct/23 3:00 AM,22/Sep/17 12:40 AM,,,,,,,v1.1.0,,,,,,,0,,,,,,,,,jyellick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyfof:",,,,,,,,,,,,,,,,,,,,,,jyellick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
networkLauncher setting: CORE_VM_DOCKER_HOSTCONFIG_NETWORKMODE,FAB-6077,20679,,Task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,dongming,dongming,dongming,08/Sep/17 4:58 AM,20/Jul/18 11:14 PM,28/Oct/23 3:00 AM,12/Sep/17 4:55 AM,,,,,,,,,,fabric-quality,,,,0,quality,,,,,,networkLauncher detects current working directory for dynamic setting of CORE_VM_DOCKER_HOSTCONFIG_NETWORKMODE ,,dongming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyfon:",,,,,,,,,,,,,,,,,,,,,,dongming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dependabot/go_modules/regression/publish/golang.org/x/sys-0.1.0,dependabot/go_modules/tools/operator/k8s.io/client-go-0.20.0,dependabot/go_modules/chaincodes/marbles02_private/go/golang.org/x/crypto-0.1.0,dependabot/go_modules/regression/smoke/golang.org/x/net-0.7.0,dependabot/go_modules/tools/chaincode-integration/resources/chaincode/simple-go/golang.org/x/net-0.7.0,dependabot/go_modules/regression/barebones/golang.org/x/net-0.7.0,dependabot/go_modules/tools/gotools/golang.org/x/sys-0.1.0,dependabot/go_modules/regression/smoke/github.com/docker/docker-20.10.24incompatible,dependabot/go_modules/tools/operator/golang.org/x/crypto-0.1.0,dependabot/go_modules/regression/smoke/github.com/opencontainers/runc-1.1.5,dependabot/go_modules/regression/publish/golang.org/x/text-0.3.8,dependabot/go_modules/regression/publish/github.com/opencontainers/runc-1.1.5,dependabot/go_modules/regression/smoke/golang.org/x/text-0.3.8,release-2.5,release-2.4,lindluni-patch-1,dependabot/go_modules/regression/publish/k8s.io/client-go-0.20.0,dependabot/go_modules/regression/barebones/github.com/opencontainers/runc-1.1.5,dependabot/go_modules/regression/basicnetwork/k8s.io/client-go-0.20.0,dependabot/go_modules/tools/chaincode-integration/resources/chaincode/simple-go/golang.org/x/text-0.3.8,dependabot/go_modules/regression/publish/golang.org/x/net-0.7.0,dependabot/go_modules/regression/basicnetwork/golang.org/x/crypto-0.1.0,dependabot/go_modules/regression/publish/golang.org/x/crypto-0.1.0,dependabot/go_modules/regression/basicnetwork/golang.org/x/net-0.7.0,dependabot/go_modules/regression/barebones/github.com/docker/docker-20.10.24incompatible,dependabot/go_modules/tools/operator/golang.org/x/sys-0.1.0,dependabot/go_modules/regression/smoke/golang.org/x/sys-0.1.0,dependabot/go_modules/regression/basicnetwork/github.com/opencontainers/runc-1.1.5,dependabot/go_modules/regression/barebones/golang.org/x/text-0.3.8,revert-342-mergify/bp/main/pr-340,dependabot/go_modules/regression/smoke/k8s.io/client-go-0.20.0,dependabot/go_modules/regression/basicnetwork/golang.org/x/sys-0.1.0,dependabot/go_modules/regression/publish/github.com/docker/docker-20.10.24incompatible,dependabot/go_modules/regression/basicnetwork/github.com/docker/docker-20.10.24incompatible,dependabot/go_modules/tools/operator/golang.org/x/text-0.3.8,dependabot/go_modules/tools/operator/golang.org/x/net-0.7.0,dependabot/go_modules/regression/smoke/golang.org/x/crypto-0.1.0,dependabot/go_modules/regression/basicnetwork/golang.org/x/text-0.3.8,dependabot/go_modules/regression/barebones/golang.org/x/crypto-0.1.0,dependabot/go_modules/regression/barebones/golang.org/x/sys-0.1.0,dependabot/go_modules/tools/operator/github.com/opencontainers/runc-1.1.5,dependabot/go_modules/chaincodes/marbles02_private/go/golang.org/x/net-0.7.0,dependabot/go_modules/regression/barebones/k8s.io/client-go-0.20.0,dependabot/go_modules/tools/operator/github.com/docker/docker-20.10.24incompatible,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
