Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Inward issue link (Duplicate),Inward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Git Code Review),Outward issue link (Issue split),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Authorized Watchers),Custom field (Authorized Watchers),Custom field (Authorized Watchers),Custom field (Authorized Watchers),Custom field (Business Value),Custom field (Commit Levels),Custom field (Current Status),Custom field (Design),Custom field (Design Status),Custom field (Documentation Impact),Custom field (Documentation Status),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Executed),Custom field (Found in Commit),Custom field (Function Test Status),Custom field (Must Fix),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Custom field (Release Note),Custom field (Release Note Required),Custom field (Root Cause Analysis),Custom field (SDK Impact),Custom field (Sample/Tutorial),Sprint,Sprint,Custom field (Steps to Reproduce),Custom field (Story Points),Custom field (System Test Impact),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Test Plan),Custom field (Test Result),Custom field (Test Result Details),Custom field (Test Type),Custom field (Triaged),Custom field (Usage),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Workaround),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitCommitsReferenced),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
"Instructions on fabric, fabric-ca docker images reference/usage in Dockerhub",FAB-11398,32409,,Documentation,Closed,FAB,Fabric,software,denyeart,,,Medium,Invalid,,rameshthoomu,rameshthoomu,30/Jul/18 11:09 PM,10/Jun/20 12:36 PM,28/Oct/23 3:03 AM,10/Jun/20 12:36 PM,v1.3.0,,,,,,,,Future,,,fabric-build,fabric-ci,fabric-docs,,,0,,,,,,,"Create a documentation on fabric, fabric-ca docker image reference/usage and keep this documenation in Hyperledger Fabric Docker Hub.

The existing documenation in DockerHub for each image is not providing any information like what is this image and how to use.. See the sample documenation on mongodb https://hub.docker.com/_/mongo/",,rameshthoomu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24/Apr/19 10:42 PM;rameshthoomu;Screen Shot 2019-04-24 at 9.41.18 AM.png;https://jira.hyperledger.org/secure/attachment/17152/Screen+Shot+2019-04-24+at+9.41.18+AM.png",,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|hzzkuf:",,,,Unset,Unset,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),rameshthoomu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remove duplicate targets when sending transaction proposal,FAB-11399,32410,,Story,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,emir.heidinger,emir.heidinger,emir.heidinger,31/Jul/18 12:35 AM,08/Aug/18 2:02 AM,28/Oct/23 3:03 AM,08/Aug/18 2:02 AM,,,,,,,,,,,,fabric-sdk-go,,,,,0,,,,,,,Sending the same transaction proposal to duplicate targets (same peer) will cause one of the requests to fail with TxId already exists error,,emir.heidinger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|hzzkun:",,,,Unset,Unset,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),emir.heidinger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,dependabot/go_modules/golang.org/x/net-0.7.0,main,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,
Need new Project type for ci-management repository in JIRA,FAB-11400,32411,,Task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,,rameshthoomu,rameshthoomu,31/Jul/18 1:06 AM,25/Apr/19 12:08 AM,28/Oct/23 3:03 AM,25/Apr/19 12:07 AM,,,,,,,,,,,,fabric-ci,,,,,0,,,,,,,We have a hyperledger/ci-managment repository but when we create tasks/bugs we always use FAB (Fabric). Is it possible to create a new Project (FABCI) in Jira for hyperledger/ci-managmentrepository.,,ChristopherFerris,denyeart,jtclark,rameshthoomu,ryjones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|hzzkuv:",,,,Unset,Unset,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),ChristopherFerris,denyeart,jtclark,rameshthoomu,ryjones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31/Jul/18 3:42 AM;denyeart;[~jwagantall] [~ry.jones] I believe only linux foundation administrators can create new Jira projects... would you be able to create a Fabric CI (FABCI) project in Jira?;;;","31/Jul/18 3:49 AM;ryjones;[~denyeart] please file a Helpdesk ticket: helpdesk@hyperledger.org

 ;;;","25/Apr/19 12:08 AM;rameshthoomu;New project has been created for CI related tasks or bugs.  https://jira.hyperledger.org/projects/FABCI;;;",,,,,,,,,,,,,,,,,,,,,,,,
Fix  WARNING: undefined label: createanindex ,FAB-11401,32416,,Documentation,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,pandrejko,pandrejko,pandrejko,31/Jul/18 2:38 AM,31/Jul/18 5:36 AM,28/Oct/23 3:03 AM,31/Jul/18 5:36 AM,v1.2.0,v1.3.0,,,,,,,v1.2.0,v1.3.0,,fabric-docs,,,,,0,Documentation,,,,,,"{color:#008080}16{color}{color:#333333}:{color}{color:#008080}26{color}{color:#333333}:{color}{color:#008080}31{color}{color:#333333} /w/workspace/fabric-docs-build-x86_64/gopath/src/github.com/hyperledger/fabric/docs/source/couchdb_tutorial{color}{color:#333333}.rst{color}{color:#333333}:{color}{color:#008080}483{color}{color:#333333}: WARNING: undefined {color}{color:#333333}label{color}{color:#333333}: createanindex ({color}{color:#333333}if{color}{color:#333333} the link has no {color}{color:#333333}caption{color}{color:#333333} the {color}{color:#333333}label{color}{color:#333333} must precede {color}{color:#333333}a{color} {color:#333333}section{color}{color:#333333} header) {color}{color:#008080}16{color}{color:#333333}:{color}{color:#008080}26{color}{color:#333333}:{color}{color:#008080}31{color}{color:#333333} build finished with problems, {color}{color:#008080}18{color}{color:#333333} warnings. {color}{color:#008080}16{color}{color:#333333}:{color}{color:#008080}26{color}{color:#333333}:{color}{color:#008080}31{color}{color:#333333} ERROR: InvocationError:{color}",,pandrejko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|hzwtiv:",,,,Unset,Unset,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),pandrejko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,release-1.2,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"31/Jul/18 4:00 AM;pandrejko;Problem was introduced when I updated the anchors for each step of the tutorial to create the TOC.  Fixed the broken link.;;;","31/Jul/18 4:34 AM;pandrejko;[https://gerrit.hyperledger.org/r/#/c/24949/]

and

https://gerrit.hyperledger.org/r/#/c/24953/;;;","31/Jul/18 4:35 AM;pandrejko;[~jtclark];;;",,,,,,,,,,,,,,,,,,,,,,,,
PTE creates half of specified payload size with samplecc FIXED type,FAB-11402,32417,,Bug,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,dongming,dongming,dongming,31/Jul/18 2:49 AM,02/Aug/18 10:15 PM,28/Oct/23 3:03 AM,02/Aug/18 10:15 PM,,,,,,,,,,,,,,,,,0,,,,,,,PTE only creates half of specified payload size with samplecc payload type fixed.,,dongming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,FAB-2247,,,No,,Unset,No,,,"1|hzzkvj:",,,,Unset,Unset,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),dongming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dependabot/go_modules/regression/publish/golang.org/x/sys-0.1.0,dependabot/go_modules/tools/operator/k8s.io/client-go-0.20.0,dependabot/go_modules/chaincodes/marbles02_private/go/golang.org/x/crypto-0.1.0,dependabot/go_modules/regression/smoke/golang.org/x/net-0.7.0,dependabot/go_modules/tools/chaincode-integration/resources/chaincode/simple-go/golang.org/x/net-0.7.0,dependabot/go_modules/regression/barebones/golang.org/x/net-0.7.0,dependabot/go_modules/tools/gotools/golang.org/x/sys-0.1.0,dependabot/go_modules/regression/smoke/github.com/docker/docker-20.10.24incompatible,dependabot/go_modules/tools/operator/golang.org/x/crypto-0.1.0,dependabot/go_modules/regression/smoke/github.com/opencontainers/runc-1.1.5,dependabot/go_modules/regression/publish/golang.org/x/text-0.3.8,dependabot/go_modules/regression/publish/github.com/opencontainers/runc-1.1.5,dependabot/go_modules/regression/smoke/golang.org/x/text-0.3.8,release-2.5,dependabot/go_modules/regression/barebones/github.com/opencontainers/runc-1.1.5,release-2.4,lindluni-patch-1,dependabot/go_modules/regression/publish/k8s.io/client-go-0.20.0,dependabot/go_modules/regression/basicnetwork/k8s.io/client-go-0.20.0,dependabot/go_modules/tools/chaincode-integration/resources/chaincode/simple-go/golang.org/x/text-0.3.8,dependabot/go_modules/regression/basicnetwork/golang.org/x/crypto-0.1.0,dependabot/go_modules/regression/publish/golang.org/x/net-0.7.0,dependabot/go_modules/regression/publish/golang.org/x/crypto-0.1.0,dependabot/go_modules/tools/operator/golang.org/x/sys-0.1.0,dependabot/go_modules/regression/basicnetwork/golang.org/x/net-0.7.0,dependabot/go_modules/regression/barebones/github.com/docker/docker-20.10.24incompatible,dependabot/go_modules/regression/smoke/golang.org/x/sys-0.1.0,dependabot/go_modules/regression/basicnetwork/github.com/opencontainers/runc-1.1.5,dependabot/go_modules/regression/barebones/golang.org/x/text-0.3.8,revert-342-mergify/bp/main/pr-340,dependabot/go_modules/regression/publish/github.com/docker/docker-20.10.24incompatible,dependabot/go_modules/regression/smoke/k8s.io/client-go-0.20.0,dependabot/go_modules/regression/basicnetwork/golang.org/x/sys-0.1.0,dependabot/go_modules/tools/operator/golang.org/x/net-0.7.0,dependabot/go_modules/tools/operator/golang.org/x/text-0.3.8,dependabot/go_modules/regression/basicnetwork/github.com/docker/docker-20.10.24incompatible,dependabot/go_modules/regression/basicnetwork/golang.org/x/text-0.3.8,dependabot/go_modules/regression/smoke/golang.org/x/crypto-0.1.0,dependabot/go_modules/regression/barebones/golang.org/x/crypto-0.1.0,dependabot/go_modules/regression/barebones/golang.org/x/sys-0.1.0,dependabot/go_modules/tools/operator/github.com/opencontainers/runc-1.1.5,dependabot/go_modules/regression/barebones/k8s.io/client-go-0.20.0,dependabot/go_modules/chaincodes/marbles02_private/go/golang.org/x/net-0.7.0,dependabot/go_modules/tools/operator/github.com/docker/docker-20.10.24incompatible,,,,,true,"01/Aug/18 1:54 AM;dongming;https://gerrit.hyperledger.org/r/#/c/24723/;;;",,,,,,,,,,,,,,,,,,,,,,,,,,
There is a typo in the document.,FAB-11403,32426,,Documentation,Closed,FAB,Fabric,software,denyeart,,,Lowest,Done,Specia1,Specia1,Specia1,31/Jul/18 2:24 PM,02/Aug/18 12:26 AM,28/Oct/23 3:03 AM,02/Aug/18 12:25 AM,v1.2.0,,,,,,,,v1.2.1,v1.3.0,,,,,,,0,,,,,,,"h2. Identity

 

[http://hyperledger-fabric.readthedocs.io/en/release-1.2/identity/identity.html]

There is a typo in the first paragraph.

 

*digitial -> digital*
{quote}The different actors in a blockchain network include peers, orderers, client applications, administrators and more. Each of these actors — active elements inside or outside a network able to consume services — has a *digitial* identity encapsulated in an X.509 digital certificate. 
{quote}
->
{quote}The different actors in a blockchain network include peers, orderers, client applications, administrators and more. Each of these actors — active elements inside or outside a network able to consume services — has a *digital* identity encapsulated in an X.509 digital certificate. 
{quote}
 
h2. Upgrading Your Network Components

[http://hyperledger-fabric.readthedocs.io/en/release-1.2/upgrading_your_network_tutorial.html]

There is a typo in Overview.

 

*necesary* ->  *necessary*

 
{quote}The process for upgrading these components — if *necesary* — will be covered in a section following the tutorial.
{quote}
->
{quote}The process for upgrading these components — if *necessary* — will be covered in a section following the tutorial.
{quote}
 

 

This is my first issue.

If this issue is correct, when do I modify and commit it?

So, If I have a similar issue, can I give it another issue?",,denyeart,Specia1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|hzzkwv:",,,,Unset,Unset,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),denyeart,Specia1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,release-1.2,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"02/Aug/18 12:25 AM;denyeart;https://gerrit.hyperledger.org/r/#/c/24975/;;;",,,,,,,,,,,,,,,,,,,,,,,,,,
Fix panic on passing number string to FromString,FAB-11404,32427,,Bug,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,diizuka,diizuka,diizuka,31/Jul/18 2:36 PM,24/Aug/18 7:16 PM,28/Oct/23 3:03 AM,24/Aug/18 7:16 PM,v1.0.0,v1.1.0,v1.2.0,,,,,,v1.3.0,,,fabric-common,,,,,0,,,,,,,"# How to Reproduce
On testing common/cauthdsl/policyparser.go:
{code:go}
s1:= ""1"" // string of number
s2 := ""'1'"" // nested string of number 
s3 := `'\'1'\''` // double nested string of number
p, err := FromString(s1) // or s2 or s3
{code}
This causes panic, e.g.:
{noformat}
 panic: interface conversion: interface {} is float64, not *common.SignaturePolicy [recovered]
{noformat}
# Cause
Let me explain s3 case.
Codes derived from common/cauthdsl/policyparser.go:
{code:go}
exp, err = govaluate.NewEvaluableExpressionWithFunctions(res.(string), ... secondPass}) // A
res, err = exp.Evaluate(...) // B
p := &common.SignaturePolicyEnvelope{ ...
Rule: res.(*common.SignaturePolicy), // C
}
{code}
Suppose passing s3 := `'\1'\''` to FromString().
At A, res is string of ""1"".
At B, res is float64 type of 1, not *common.SignaturePolicy type.
Then, at C it causes type cast error and panic.

Similally, in case of s1 or s2, exp.Evaluate() return float64 type of 1,
try to cast it as string type. Then type cast error has occurred and panic.

# # # Fix plan
Check the type of res is *common.SignaturePoilcy(case s3) or string(case s1, s2).
If not, return an error.",,diizuka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAB-11046,FAB-11387,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|hzzkx3:",,,,Unset,Unset,,,See Description,,Unset,,,,,,Unset,,Unset,,(Please add usage information),diizuka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,
fileBasedKeyStore is never in open state,FAB-11405,32429,,Bug,Closed,FAB,Fabric,software,denyeart,,,Low,Done,zjubfd,zjubfd,zjubfd,31/Jul/18 4:43 PM,02/Aug/18 12:22 AM,28/Oct/23 3:03 AM,02/Aug/18 12:22 AM,,,,,,,,,v1.3.0,,,fabric-crypto,,,,,0,,,,,,,"After a *fileBasedKeyStore* invoke *Init* function, the key-store still in close state. And reinvoke Init function case no error, while error(""KeyStore already initilized"") is expectd.",,zjubfd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|hzzkxj:",,,,Unset,Unset,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),zjubfd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"31/Jul/18 9:37 PM;zjubfd;https://gerrit.hyperledger.org/r/#/c/24977/;;;",,,,,,,,,,,,,,,,,,,,,,,,,,
use named result parameters but useless in function body  ,FAB-11406,32431,,Task,Closed,FAB,Fabric,software,denyeart,,,Low,Done,zjubfd,zjubfd,zjubfd,31/Jul/18 5:19 PM,31/Jul/18 9:24 PM,28/Oct/23 3:03 AM,31/Jul/18 9:24 PM,,,,,,,,,v1.3.0,,,fabric-common,,,,,0,,,,,,,"Under package bccsp, there are a lot of functions defined with named result parameters, but find no usage in function body.

Refer to [https://golang.org/doc/effective_go.html#named-results,]  find no benefits except doc.

Better to unname them.",,zjubfd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|hzzkxz:",,,,Unset,Unset,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),zjubfd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,
Get the installed chaincode source code from the peer,FAB-11407,32434,,Story,Closed,FAB,Fabric,software,denyeart,,,Medium,Duplicate,kamisdy,kamisdy,kamisdy,31/Jul/18 7:22 PM,07/Aug/19 3:12 AM,28/Oct/23 3:03 AM,07/Aug/19 3:12 AM,,,,,,,,,v2.0.0,,,,,,,,0,,,,,,,"Now, if a chaincode installs on a target peer, we just can get the installed chaincode info with name, path, ver, escc, vscc, etc. Not including the source code, like something in the ChaincodeDeploymentSpec.

I found it has a function, named ""GetChaincodeFromLocalStorage"", which can get the target chaincode's ccpack. So, why the lscc doesn't provide a method like ""getLocalCCData"" to return the chaincode data? ",,kamisdy,wlahti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAB-15976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Yes,Unset,,,,,No,,Unset,No,,,"1|hzzky7:",,,,Unset,Unset,,,(Please add steps to reproduce),,Yes,,,,,,Unset,,Unset,,(Please add usage information),kamisdy,wlahti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07/Aug/18 5:32 AM;wlahti;The new lifecycle work (FAB-11237) has this exact requirement in mind. This feature should be available in v1.3 if all goes according to plan.;;;","07/Aug/19 3:12 AM;wlahti;The combination of the newly merged code for FAB-15976 and the fact that the lifecycle v2.0 chaincode package is an easily readable .tar.gz file satisfies the request in this JIRA.;;;",,,,,,,,,,,,,,,,,,,,,,,,,
memberOnlyRead - config option for implicit collection ACL checks for reads based on membership,FAB-11409,32437,,Story,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,Senthil1,denyeart,denyeart,31/Jul/18 8:28 PM,10/Sep/19 5:10 PM,28/Oct/23 3:03 AM,08/Dec/18 12:13 PM,,,,,,,,,v1.4.0,,,fabric-ledger,,,,,1,,,,,,,"Private data collections specify which orgs peers are authorized to retrieve and persist private data.

If a client from a non-collection member does a chaincode query against an authorized peer with the private data, the client can get the private data back. Need chaincode APIs to enable access control within the chaincode such that non-member clients can be restricted from querying private data that they do not have access to. Previously the chaincode author had to manually construct such access control logic.

The access control for collection can be done in two ways:
 # implicit ACL – at the peer;
 # explicit ACL – at the chaincode;

+*Implicit ACL*+
 In the implicit ACL approach, by default, the peer would ensure that only collection's members can access the private data. Though such ACL can be implemented at the chaincode (using new APIs such as IsAMemberOfCollection(Coll, MSP)), it would be better to implement at the peer so that not every applications need to rewrite the same ACL logic at chaincode.
 * *Pros*: Chaincode does not need to do anything special. No need to upgrade the existing
 chaincodes. No need to introduce new chaincode APIs.
 * *Cons*: Rigid. Only collection's members can access the private data (not a non-member even if
 such feature is required for a short time).

+*Explicit ACL*+
 In the explicit ACL approach, the chaincode needs to take care of controlling the access to collection's private data. If the application has dynamic ACL requirements in which non-members may get access to particular private data for a short period of time, implicit approach may not work. In such scenarios, the chaincode should implement the ACL logic to dynamically decide the list of members who can access the
 collection's private data. Especially when we do asset transfer between collections, the non-member may like to read the private data before finalising the transaction. 
 * *Pros*: Flexible. The access list can be controlled dynamically. Even a non-member can be allowed
 to access the private data for a short time if required.
 * *Cons*: Needs to introduce new chaincode APIs. The chaincode logic would become little
 complex as compared to implicit ACL approach.",,C0rWin,denniskuhnert,denyeart,muralisr,Senthil1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FABN-1096,FAB-13581,FABJ-481,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Yes,Unset,,FAB-5108,,,No,,Unset,No,,,"1|hzwzyn:","In release note, we need to mention that if you update your collection config to memberOnlyRead:true, that any prior release peers will still not honor it, you must upgrade all peers.",Yes,,No,Unset,Next Items- Ledger,,(Please add steps to reproduce),,No,,,,,,Unset,,Unset,,(Please add usage information),C0rWin,denniskuhnert,denyeart,muralisr,Senthil1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28/Aug/18 7:20 AM;C0rWin;I think that instead of adding an API to the chaincode shim, we need to add a functionality to the handler, which will check the client identity and results in error (of course if we would like to preserve current behavior we can have collection config option to state whenever to allow any clients or follow collection policy).

Adding such functionality to the chaincode shim API most likely will result in everyone who writes chaincode to repeat same piece of code to restrict undesired clients over and over again.;;;","01/Nov/18 11:49 PM;denyeart;I agree with [~C0rWin].  It makes sense for peer to automatically handle the private data access control based on client identity membership in collection, and add a collection config option memberOnlyRead that specifies whether peer enforces the check.

[~Senthil1] [~manish-sethi] Do you see any drawbacks with that approach?;;;","02/Nov/18 12:59 AM;Senthil1;Looks good to me Dave. This is same as the implicit ACL approach mentioned in the above description. 

Most solutions would choose the ""restrict the access"" option by default. Only a few might wants to show the private data to non-members (requirement might change dynamically as well). 

I think, client can toggle access method by issuing an collection-upgrade-TX and change between full access & restricted access as needed. 

Only minor drawback would be that even if a particular pvt data needs to be shown to a non-member, we need to enable the full access and anyone can read during that time. ;;;",,,,,,,,,,,,,,,,,,,,,,,,
