Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Log Work,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Inward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Issue split),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Authorized Watchers),Custom field (Authorized Watchers),Custom field (Business Value),Custom field (Commit Levels),Custom field (Current Status),Custom field (Design),Custom field (Design Status),Custom field (Documentation Impact),Custom field (Documentation Status),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Executed),Custom field (Found in Commit),Custom field (Function Test Status),Custom field (Must Fix),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Custom field (Release Note),Custom field (Release Note Required),Custom field (Root Cause Analysis),Custom field (SDK Impact),Custom field (Sample/Tutorial),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Steps to Reproduce),Custom field (Story Points),Custom field (System Test Impact),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Test Plan),Custom field (Test Result),Custom field (Test Result Details),Custom field (Test Type),Custom field (Triaged),Custom field (Usage),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Workaround),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitCommitsReferenced),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
fabric-ca cannot be built on Raspberry Pi 3 B+,FABC-11,31769,,Story,Closed,FABC,Fabric CA,software,denyeart,,,Highest,Done,SashaPESIC,sang,sang,11/Jul/18 2:15 PM,14/Aug/18 9:47 AM,28/Oct/23 2:21 AM,14/Aug/18 9:47 AM,v1.2.1,,,,,,,,,,,,0,,,,,,"I am trying to install Fabric on Raspberry Pi 3 B+ and I installed a 64-bit system on the Pi. I was able to build fabric-baseimage and fabric successfully by modifying the Makefile and scripts a little bit. But when I was building fabric-ca, it reports the following error:

Building docker fabric-ca-orderer image
docker build  -t hyperledger/fabric-ca-orderer --build-arg FABRIC_CA_DYNAMIC_LINK= build/image/fabric-ca-orderer
Sending build context to Docker daemon  18.06MB
Step 1/6 : FROM nexus3.hyperledger.org:10001/hyperledger/fabric-orderer:arm64-1.2.1-stable
manifest for nexus3.hyperledger.org:10001/hyperledger/fabric-orderer:arm64-1.2.1-stable not found
Makefile:130: recipe for target 'build/image/fabric-ca-orderer/.dummy-arm64-1.2.1-snapshot-3bcdbb2' failed
make: *** [build/image/fabric-ca-orderer/.dummy-arm64-1.2.1-snapshot-3bcdbb2] Error 1

Any thoughts on how to solve this?

 ",,sang,SashaPESIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzzi9z:",,,,Unset,,,,,,,,,,,,,,,Unset,,,,,,,,,,,sang,SashaPESIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14/Aug/18 9:47 AM;SashaPESIC;Hello [~sang],
This can be solved quite easily - in the fabric-ca/images/fabric-ca-orderer there is a Dockerfile.in. 

Change the line: 
FROM _NEXUS_REPO_/fabric-orderer:_STABLE_TAG_
to point to the fabric-orderer you have priosly built and exists locally on your machine, such as: 
FROM hyperledger/fabric-orderer:latest


From that point the fabric-ca-orderer should build. I have successfully built it on my RP and am marking this as solved. ;;;",,,,,,,,,,,,,,,,,,,
"As an organization participating in Fabric network, I need the ability to selectively audit transactions",FABC-12,12417,,Story,Closed,FABC,Fabric CA,software,denyeart,,,High,Invalid,,Clayton Sims,Clayton Sims,17/Aug/16 3:30 AM,27/Jul/19 11:59 PM,28/Oct/23 2:21 AM,04/Jul/19 8:29 PM,,,,,,,,,,,,,0,,,,,,"While anonymity and unlinkability are desired qualities for the overall blockchain, certain industries / consortiums have and/or will have audit requirements which actually require full traceability of transactions all the way to the ""real"" identity of the transactor",,Clayton Sims,mastersingh24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,FAB-3166,,,,,,,,,"1|hzx6gv:",,,,Unset,,,,,,,,,,,,,,2.0,Unset,,,,,,,,,,,Clayton Sims,mastersingh24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04/Jul/19 8:29 PM;mastersingh24;This really does not make sense given the architecture of Fabric;;;",,,,,,,,,,,,,,,,,,,
As a user i want ability to get Fabric CA's  idemix public key,FABC-13,29014,,Story,Closed,FABC,Fabric CA,software,denyeart,,,High,Done,aambati,aambati,aambati,30/Mar/18 12:00 PM,21/Jul/18 4:17 AM,28/Oct/23 2:21 AM,18/May/18 1:44 AM,,,,,,,v1.3.0,,,,,,0,,,,,,"Users need ability to get Fabric CA server's (issuer) idemix public key inorder to request idemix credentials. 


Users could use fabric-ca-client or REST API to get the the CA's public key",,aambati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,FABC-592,,,,,,,,,"1|hzz3pz:",,,,Unset,,,,,,,,,,,,,,,Unset,,,,,,,,,,,aambati,,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"30/Mar/18 12:08 PM;aambati;Design doc:

[https://docs.google.com/document/d/1iqCHtX-bG3Ey7bZmm9_b-oqu30jtlDJO9HhccVtekEE/edit#|https://docs.google.com/document/d/1iqCHtX-bG3Ey7bZmm9_b-oqu30jtlDJO9HhccVtekEE/edit];;;",,,,,,,,,,,,,,,,,,,
Fabric-CA Use Cases,FABC-14,27867,,Story,To Do,FABC,Fabric CA,software,denyeart,,,Medium,,aambati,bmos299,bmos299,21/Feb/18 1:00 AM,27/Jul/19 11:59 PM,28/Oct/23 2:21 AM,,,,,,,,,,,,,,3,Documentation,,,,,"To put together several HowTo's/Tutorials for the Fabric-CA.   A few of the use cases that would greatly aid Fabric Users are:

 
* Interactions with CRL and Attribute Based Access Control. I talked with [~nickgaski] and it could resemble the following:*
 ##  reg/enroll with attributes for barry.
 ##  i want to drop barry's access so i have to revoke/gencrl his cert.
 ## the attribute is removed by the fabric-ca admin.
 ## to show that access is denied in fabric CA and fabric with the revoked cert 
 ## barry enrolls again to get a new ecert and now the options is off

* Bootstrapping with the Fabric-CA, multi-layered and clustered CA architecture (root, intermediate, issuing authority)
## Show the bootstrapping
##  show the issuing process
##  show clustering strategy
##  show deployment to the fabric
## show application using sdk or composer utilizing the fabric",,bmos299,denyeart,nyet,seyday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzx04n:",,,,Unset,,,,,,,,,,,,,,,Unset,,,,,,,,,,,bmos299,denyeart,nyet,seyday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23/Mar/18 2:07 PM;denyeart;Many issues were bulk moved from v1.0 or v1.1 to v1.2 as part of a cleanup effort, and many of these issues are not high priority or actually intended to be worked for v1.2.  This issue is being bulk moved to Future.  If the issue is indeed high priority for v1.2 and/or very low effort, please move back to v1.2 and add a comment to indicate rationale.;;;",,,,,,,,,,,,,,,,,,,
"As a fabric user, I need a CLI to initialize the cryptographic identity for a peer or orderer ",FABC-15,12757,,Story,Closed,FABC,Fabric CA,software,denyeart,,,Medium,Done,smithbk,Clayton Sims,Clayton Sims,27/Sep/16 6:47 AM,21/Jul/18 4:16 AM,28/Oct/23 2:21 AM,25/Oct/16 1:49 AM,,,,,,,v1.0.0,,,,,,0,MembershipServices,,,,,"cop client enroll <enrollmentID> <enrollmentSecret> <cop-server-address>

Enroll a peer with the cop server
",,Clayton Sims,smithbk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FABC-697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,FABC-697,,,,,,,,,"1|hzxa87:",,,,Unset,,Sprint 2,,,,,,,,,,,,4.0,Unset,,,,,,,,,,,Clayton Sims,smithbk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21/Oct/16 9:30 PM;smithbk;Complete via https://gerrit.hyperledger.org/r/#/c/1893/1;;;",,,,,,,,,,,,,,,,,,,
As a user I want ability to get idemix credential from Fabric CA server,FABC-16,29015,,Story,Closed,FABC,Fabric CA,software,denyeart,,,Medium,Done,aambati,aambati,aambati,30/Mar/18 12:05 PM,21/Jul/18 4:15 AM,28/Oct/23 2:21 AM,19/May/18 3:55 AM,,,,,,,v1.3.0,,,,,,0,,,,,,"Users want ability to get an idemix credential from the fabric CA server. Users could be new (just registered) or already have enrolled and obtained X509 certificate from the server. Users should be able to use basic auth (userid , password returned by the registration request) or oauth token based on X509 certificate",,aambati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,FABC-592,,,,,,,,,"1|hzz3q7:",,,,Unset,,,,,,,,,,,,,,,Unset,,,,,,,,,,,aambati,,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"24/Apr/18 5:19 AM;aambati;https://gerrit.hyperledger.org/r/c/20887/;;;","11/May/18 1:14 AM;aambati;[https://gerrit.hyperledger.org/r/c/21343/]

[https://gerrit.hyperledger.org/r/c/21353/]

[https://gerrit.hyperledger.org/r/c/21409/]

[https://gerrit.hyperledger.org/r/c/21513/]

https://gerrit.hyperledger.org/r/c/21357/;;;",,,,,,,,,,,,,,,,,,
I want the fabric-ca-server to support PKCS11 for HSM,FABC-17,13169,,Story,Closed,FABC,Fabric CA,software,denyeart,,,High,Done,vpaprots,smithbk,smithbk,26/Oct/16 12:39 AM,21/Jul/18 4:17 AM,28/Oct/23 2:21 AM,28/Apr/17 10:50 PM,,,,,,,v1.0.0,,,,,,0,,,,,,"See https://github.com/letsencrypt/pkcs11key, which implements the crypto/Signer interface using PCKS11 interfaces.
How to plug these into CFSSL?
See the following in CFSSL's main README.md:
You now have all the information you need to use your PKCS#11 token with CFSSL.
CFSSL supports PKCS#11 for certificate signing and OCSP signing. To create a
Signer (for certificate signing), import `signer/universal` and call NewSigner
with a Root object containing the module, pin, token label and private label
from above, plus a path to your certificate. The structure of the Root object is
documented in universal.go.

Alternately, you can construct a pkcs11key.Key or pkcs11key.Pool yourself, and
pass it to ocsp.NewSigner (for OCSP) or local.NewSigner (for certificate
signing). This will be necessary, for example, if you are using a single-session
token like the Yubikey and need both OCSP signing and certificate signing at the
same time.
",,ChristopherFerris,smithbk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzx4d3:",,,,Unset,,Sprint 7 - Memship Services,Sprint 8 - Membership Services,Sprint 9 - Membership Services,Sprint 10 - Membership Service,Sprint 16 - Membership Service,,,,,,,,3.0,Unset,,,,,,,,,,,ChristopherFerris,smithbk,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"19/Apr/17 10:24 PM;smithbk;This is being done with BCCSP integration.
See https://gerrit.hyperledger.org/r/6727;;;","28/Apr/17 9:22 PM;ChristopherFerris;Is this done now? [~smithbk];;;",,,,,,,,,,,,,,,,,,
I need to be able to set expiration times on certificates.,FABC-18,12414,,Story,Closed,FABC,Fabric CA,software,denyeart,,,Medium,Done,smithbk,Clayton Sims,Clayton Sims,17/Aug/16 3:26 AM,21/Jul/18 4:17 AM,28/Oct/23 2:21 AM,06/Apr/17 10:59 AM,,,,,,,,,,,,,0,MembershipServices,,,,,"An administrator must be able to set a max expiration for ECerts and TCerts separately via GRPC.
A user (via the client node SDK) must be able to request an ECert and TCerts with a lower expiration time, but not greater than the max expiration.",,ChristopherFerris,Clayton Sims,JonathanLevi,smithbk,troyronda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,FABC-593,,,,,,,,,"1|hzxb1b:",,,,Unset,,,,,,,,,,,,,,,Unset,,,,,,,,,,,ChristopherFerris,Clayton Sims,JonathanLevi,smithbk,troyronda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17/Aug/16 4:29 PM;JonathanLevi;A question, ""I need to be able to set expiration times on certificates."" as an ""end-user"" ?;;;","22/Aug/16 8:20 AM;ChristopherFerris;This should be two stories;;;","06/Apr/17 10:59 AM;smithbk;This is done in fabric-ca;;;",,,,,,,,,,,,,,,,,
"As a revoker, I need to revoke a user with Idemix credentials",FABC-19,31789,,Story,To Do,FABC,Fabric CA,software,denyeart,,,Medium,,,aambati,aambati,12/Jul/18 1:10 AM,03/Dec/19 9:15 AM,28/Oct/23 2:21 AM,,,,,,,,,,,,,,0,idemix,,,,,A revoker must have ability to revoke a user's Idemix credentials. A user must also have ability to revoke his/her own Idemix credentials. All X509 certificate revocation access control mechanisms must apply when revoking Idemix credentials. Authentication token based on either x509 or Idemix credential must be accepted.,,aambati,denyeart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,FABC-588,,,,,,,,,"1|hzzibz:",,,,No,,,,,,,,,,,,,,,Unset,,,,,,,,,,,aambati,denyeart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12/Jul/18 4:25 AM;aambati;https://gerrit.hyperledger.org/r/c/23405/;;;","02/Aug/18 7:25 AM;Clayton Sims;Assigning to Saad;;;","25/Aug/18 7:04 AM;denyeart;Moved to the Revocation epic.;;;",,,,,,,,,,,,,,,,,
As a user I want to be able to delete expired certificates from the database,FABC-20,28997,,Story,To Do,FABC,Fabric CA,software,denyeart,,,Medium,,JonathanLevi,skarim,skarim,30/Mar/18 12:35 AM,27/Jul/19 11:59 PM,28/Oct/23 2:21 AM,,,,,,,,,,,,,,0,,,,,,"As a user I want to be able to delete expired certificates from the database

Design: https://docs.google.com/document/d/1WqT1BfZ2YdrDnqHe52UA9Z9SIp4I2mIbL2W5MY92A2I/edit#heading=h.6tgp6a2gjc8d",,skarim,,,,,,,,,,,,,,,,,,,,,,288000,288000,,0%,288000,288000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,FABC-587,,,,,,,,,"1|hzx01z:",,,,Unset,,,,,,,,,,,,,,,Unset,,,,,,,,,,,skarim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11/May/18 10:15 AM;Clayton Sims;per maintainer meeting, deferring from v1.2;;;",,,,,,,,,,,,,,,,,,,
"Improve ""packageabilty""",FABC-21,15679,,Story,Closed,FABC,Fabric CA,software,denyeart,,,Medium,Invalid,,greg.haskins,greg.haskins,11/Apr/17 11:31 PM,26/Mar/19 8:46 PM,28/Oct/23 2:21 AM,26/Mar/19 8:46 PM,,,,,,,,,,,,,0,,,,,,"We should ensure that the code is constructed in a way that makes it conducive to packaging.  This may include both traditional OS distro (RPM/DEB) packages, as well as containerized formats like Docker.

Considerations may include trying to create sensible defaults with standards such as FHS (https://wiki.debian.org/FilesystemHierarchyStandard) in mind, or how a docker container is customized (volume mounts, secrets, configuration, etc).",,greg.haskins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,FAB-3095,,,,,,,,,"1|hzx6nr:",,,,Unset,,,,,,,,,,,,,,,Unset,,,,,,,,,,,greg.haskins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"As an Identity Mixer ""user/consumer"", I need to be able to also retrieve the revocation public key as part of the returned CAInfo (in v1)",FABC-22,30541,,Story,Closed,FABC,Fabric CA,software,denyeart,,,Medium,Done,aambati,aambati,aambati,23/May/18 11:56 PM,21/Jul/18 4:16 AM,28/Oct/23 2:21 AM,25/May/18 10:56 AM,v1.2.0,,,,,,v1.3.0,,,,,,0,,,,,,"Idemix issuer revocation public key is needed for verifiers to verify signatures/zero knowledge proofs. Currently /api/v1/cainfo endpoint returns CA's certificate chain, Idemix issuer public key. It should be change to return issuer revocation public key as well.",,aambati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,FABC-592,,,,,,,,,"1|hzzbvb:",,,,Unset,,,,,,,,,,,,,,,Unset,,,,,,,,,,,aambati,,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"25/May/18 3:54 AM;aambati;https://gerrit.hyperledger.org/r/c/22195/;;;",,,,,,,,,,,,,,,,,,,
"As an administrator, I want to control the maximum amount of time for which a TCert is valid from time of issuance",FABC-23,12475,,Story,Closed,FABC,Fabric CA,software,denyeart,,,Medium,Invalid,,smithbk,smithbk,19/Aug/16 1:58 AM,27/Jul/19 11:59 PM,28/Oct/23 2:21 AM,,,,,,,,,,,,,,0,MembershipServices,,,,,"This must minimally be configurable via the membersrvc.yaml.
It may also be configurable by an administrator via GRPC.
",,skarim,smithbk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FABC-506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,FAB-3166,,,,,,,,,"1|hzxbaf:",,,,Unset,,,,,,,,,,,,,,,Unset,,,,,,,,,,,skarim,smithbk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30/Mar/18 12:06 AM;skarim;Closing out, TCerts will no longer be implemented;;;",,,,,,,,,,,,,,,,,,,
"As a blockchain participate, I need a CLI to enable membership service service manually by setting specified keys",FABC-24,12752,,Story,Closed,FABC,Fabric CA,software,denyeart,,,Lowest,Duplicate,,Clayton Sims,Clayton Sims,27/Sep/16 6:16 AM,27/Jul/19 11:46 PM,28/Oct/23 2:21 AM,27/Jul/19 11:45 PM,,,,,,,,,,,,,0,MembershipServices,,,,,"cop server init manual <ecaKeyFile> <tcaKeyFile> <tlsKeyFile>

Enables the membership service server manually by setting the specified keys.
This is the option you should choose when you have your own CA.
",,Clayton Sims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,FABC-589,,,,,,,,,"1|hzx9cf:",,,,Unset,,Sprint 3,,,,,,,,,,,,,Unset,,,,,,,,,,,Clayton Sims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"As a blockchain participant, I need a CLI to get a certificate from Let's Encrypt",FABC-25,12751,,Story,Closed,FABC,Fabric CA,software,denyeart,,,Lowest,Won't Do,,Clayton Sims,Clayton Sims,27/Sep/16 6:13 AM,27/Jul/19 11:42 PM,28/Oct/23 2:21 AM,27/Jul/19 11:40 PM,,,,,,,,,,,,,0,MembershipServices,,,,,"Enables the membership services server by getting certificate(s) issued by Let’s Encrypt, where “lego” stands for “Let’s Encrypt GO client”.  This requires running as root because Let’s Encrypt requires that the caller prove “ownership” of the host by listening on ports 80 and 443 to respond to a query from Let’s Encrypt.  This uses the ACME protocol.
This command is used when you do not have your own CA and want membership services to function as your intermediate CA.  This is the preferred option in a production environment when you don’t have your own CA.
NOTE: In the future, we may also support “cop server init scep …” to use the SCEP protocol to get certificates.
",,ChristopherFerris,Clayton Sims,joaquimpedrooliveira,mastersingh24,,,,,,,,,,,,,,,,,,,600,600,,0%,600,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,FABC-589,,,,,,,,,"1|hzxcnz:",,,,Unset,,Sprint 2,Sprint 3,,,,,,,,,,,,Unset,,,,,,,,,,,ChristopherFerris,Clayton Sims,joaquimpedrooliveira,mastersingh24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14/Apr/17 10:14 PM;ChristopherFerris;I'm going out on a limb and thinking this is a duplicate and already handled. If so, please mark DUPLICATE and close. [~smithbk] [~Clayton Sims];;;","15/Apr/17 2:28 AM;mastersingh24;no longer relevant - we opted to base things on cfssl directly rather than LetsEncrypt;;;",,,,,,,,,,,,,,,,,,
"As business owner, I need the ability to have key rotation",FABC-26,12418,,Story,Closed,FABC,Fabric CA,software,denyeart,,,Medium,Invalid,,Clayton Sims,Clayton Sims,17/Aug/16 3:32 AM,26/Mar/19 8:39 PM,28/Oct/23 2:21 AM,26/Mar/19 8:39 PM,,,,,,,,,,,,,0,,,,,,"This refers to keys used to authenticate users (Signature key-pairs), and keys used for encryption (if encryption capabilities are to be part of chaincode library/fabric).

This item is strongly related with the identity expiration enablement.",,Clayton Sims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,FAB-3167,,,,,,,,,"1|hzx6mn:",,,,Unset,,,,,,,,,,,,,,2.0,Unset,,,,,,,,,,,Clayton Sims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[SECURITY] Passwords will NOT be stored in DB in cleartext,FABC-27,19009,,Story,Closed,FABC,Fabric CA,software,denyeart,,,Highest,Done,smithbk,smithbk,smithbk,07/Jul/17 12:38 PM,21/Jul/18 4:17 AM,28/Oct/23 2:21 AM,07/Jul/17 6:47 PM,v1.0.0-rc1,,,,,,v1.0.0,,,,,,0,security,Security,,,,"The hash of the password (i.e. enrollment secret) rather than the actual password should be stored in the DB.
During enrollment, password checking is done by comparing the hashes rather than actual password for equality.",,smithbk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAB-4546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzy71z:",,,,Unset,,,,,,,,,,,,,,,Unset,,,,,,,,,,,smithbk,,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"07/Jul/17 12:42 PM;smithbk;See https://gerrit.hyperledger.org/r/11429;;;",,,,,,,,,,,,,,,,,,,
"As business owner, I need to make sure private data such banking id is not visible to external parties",FABC-28,12413,,Story,To Do,FABC,Fabric CA,software,denyeart,,,Medium,,,Clayton Sims,Clayton Sims,17/Aug/16 3:24 AM,26/Aug/19 7:15 AM,28/Oct/23 2:21 AM,,,,,,,,,,,,,,0,tcerts,,,,,"This involves encrypting attributes without revealing to the peer, only to the chaincode.
The problem is there is no known way to distribute a key to all chaincode instances which can be used to encrypt. ",,Clayton Sims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,FAB-3166,,,,,,,,,"1|hzxb0v:",,,,Unset,,,,,,,,,,,,,,4.0,Unset,,,,,,,,,,,Clayton Sims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
