Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Fix Version/s,Due Date,Votes,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Custom field (Business Value),Custom field (Commit Levels),Custom field (Current Status),Custom field (Design),Custom field (Design Status),Custom field (Documentation Impact),Custom field (Documentation Status),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Executed),Custom field (Found in Commit),Custom field (Function Test Status),Custom field (Must Fix),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Custom field (Release Note),Custom field (Release Note Required),Custom field (Root Cause Analysis),Custom field (SDK Impact),Custom field (Sample/Tutorial),Sprint,Sprint,Sprint,Sprint,Custom field (Steps to Reproduce),Custom field (Story Points),Custom field (System Test Impact),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Test Plan),Custom field (Test Result),Custom field (Test Result Details),Custom field (Test Type),Custom field (Triaged),Custom field (Usage),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Workaround),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitCommitsReferenced),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Add javadoc to FGJ,FGJ-11,38449,Task,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,High,Done,andrew-coleman,andrew-coleman,andrew-coleman,14/Mar/19 6:54 PM,15/Mar/19 6:40 PM,28/Oct/23 2:21 AM,15/Mar/19 6:40 PM,v2.0.0,v2.0.0,,0,,,,,,andrew-coleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,FGJ-1,,,No,,Unset,No,,,"1|i00g0n:",,,,Unset,Unset,,,,,(Please add steps to reproduce),1.0,Unset,,,,,,Unset,,Unset,,(Please add usage information),andrew-coleman,,,,,,,,,dev,main,,,,,,,,,true,,,,,,,,,,,,,,,,
"As an application developer using the v2.0 programming model, I want to subscribe to chaincode/transaction/block events",FGJ-12,38495,Story,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Medium,Done,bestbeforetoday,andrew-coleman,andrew-coleman,15/Mar/19 6:53 PM,18/Jul/19 5:50 PM,28/Oct/23 2:21 AM,18/Jul/19 5:50 PM,v2.0.0,v2.0.0,,0,,,,"Implement the event handling capabilities in the high level node SDK:
 * Create an API to subscribe to and handle all event types
 * Framework to catch up (replay) missed events

Full unit test coverage

Cucumber scenario tests - aim for same 'feature' files as the node js implementation

Javadoc documentation and tutorial.",,andrew-coleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,FGJ-1,,,No,,Unset,No,,,"1|i00g9r:",,,,Unset,Unset,,,,,(Please add steps to reproduce),20.0,Unset,,,,,,Unset,,Unset,,(Please add usage information),andrew-coleman,,,,,,,,,dev,main,,,,,,,,,true,,,,,,,,,,,,,,,,
scenario test should cleanup fabric containers afterwards,FGJ-13,38578,Task,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Medium,Done,andrew-coleman,andrew-coleman,andrew-coleman,20/Mar/19 1:08 AM,20/Mar/19 1:56 AM,28/Oct/23 2:21 AM,20/Mar/19 1:56 AM,v2.0.0,v2.0.0,,0,,,,"hook into the pre- and post- integration-test maven phases to properly manage the

startup and shutdown of the fabric docker containers",,andrew-coleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,FGJ-1,,,No,,Unset,No,,,"1|i00grb:",,,,Unset,Unset,,,,,(Please add steps to reproduce),1.0,Unset,,,,,,Unset,,Unset,,(Please add usage information),andrew-coleman,,,,,,,,,dev,main,,,,,,,,,true,"20/Mar/19 1:54 AM;andrew-coleman;https://gerrit.hyperledger.org/r/c/30231/;;;",,,,,,,,,,,,,,,
Change cucumber tests to use TLS network,FGJ-14,38750,Task,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Medium,Done,andrew-coleman,andrew-coleman,andrew-coleman,26/Mar/19 10:57 PM,29/Apr/19 9:05 PM,28/Oct/23 2:21 AM,29/Apr/19 9:05 PM,v2.0.0,v2.0.0,,0,,,,,,andrew-coleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,FGJ-1,,,No,,Unset,No,,,"1|i00hr3:",,,,Unset,Unset,,,,,(Please add steps to reproduce),2.0,Unset,,,,,,Unset,,Unset,,(Please add usage information),andrew-coleman,,,,,,,,,dev,main,,,,,,,,,true,"26/Mar/19 11:00 PM;andrew-coleman;https://gerrit.hyperledger.org/r/c/30414/;;;",,,,,,,,,,,,,,,
"As an application developer using the gateway SDK, I want to utilize 'service discovery' to discover endorsing peers",FGJ-15,38794,Story,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,High,Done,andrew-coleman,andrew-coleman,andrew-coleman,27/Mar/19 6:57 PM,02/May/19 5:31 PM,28/Oct/23 2:21 AM,02/May/19 5:31 PM,v2.0.0,v2.0.0,,0,,,,"Implement gateway option to enable/disable service discovery (default is enabled)

Unit tests and scenario test",,andrew-coleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,FGJ-1,,,No,,Unset,No,,,"1|i00i07:",,,,Unset,Unset,,,,,(Please add steps to reproduce),3.0,Unset,,,,,,Unset,,Unset,,(Please add usage information),andrew-coleman,,,,,,,,,dev,main,,,,,,,,,true,"29/Apr/19 9:04 PM;andrew-coleman;[https://gerrit.hyperledger.org/r/c/31123/];;;",,,,,,,,,,,,,,,
Maven tests fail consistently due to java.lang Assertion Error,FGJ-16,39426,Bug,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Low,Invalid: Works as Expected,,sambhavdutt,sambhavdutt,22/Apr/19 2:12 AM,16/Jul/19 9:42 PM,28/Oct/23 2:21 AM,16/Jul/19 9:42 PM,,,,0,ci-failure,,,"There have been consistent fails observed during _mvn install_  java.lang Asserion error has been observed in all fails.

*Branch:* master
*Platform:* x86_64
*Error Snippet:*

{code:java}
00:02:27.110 [INFO] --- maven-surefire-plugin:2.22.1:test (setup) @ fabric-gateway-java ---
00:02:27.110 [INFO] 
00:02:27.110 [INFO] -------------------------------------------------------
00:02:27.110 [INFO]  T E S T S
00:02:27.110 [INFO] -------------------------------------------------------
00:02:27.372 [INFO] Running scenario.SetupScenarioTest
00:02:35.492 [ERROR] Tests run: 1, Failures: 1, Errors: 0, Skipped: 0, Time elapsed: 6.716 s <<< FAILURE! - in scenario.SetupScenarioTest
00:02:35.492 [ERROR] startFabric  Time elapsed: 6.709 s  <<< FAILURE!
00:02:35.492 java.lang.AssertionError: expected:<1> but was:<0>
00:02:35.492 	at scenario.SetupScenarioTest.startFabric(SetupScenarioTest.java:9)
00:02:35.492 
00:02:35.492 [INFO] 
00:02:35.492 [INFO] Results:
00:02:35.492 [INFO] 
00:02:35.492 [ERROR] Failures: 
00:02:35.492 [ERROR]   SetupScenarioTest.startFabric:9 expected:<1> but was:<0>
00:02:35.492 [INFO] 
00:02:35.492 [ERROR] Tests run: 1, Failures: 1, Errors: 0, Skipped: 0
00:02:35.492 [INFO] 
00:02:35.492 [INFO] ------------------------------------------------------------------------
00:02:35.492 [INFO] BUILD FAILURE
00:02:35.492 [INFO] ------------------------------------------------------------------------
00:02:35.492 [INFO] Total time: 28.971 s
00:02:35.492 [INFO] Finished at: 2019-04-21T16:14:05Z
00:02:35.492 [INFO] ------------------------------------------------------------------------
00:02:35.492 [ERROR] Failed to execute goal org.apache.maven.plugins:maven-surefire-plugin:2.22.1:test (setup) on project fabric-gateway-java: There are test failures.
00:02:35.492 [ERROR] 
00:02:35.492 [ERROR] Please refer to /w/workspace/fabric-gateway-java-merge-x86_64/gopath/src/github.com/hyperledger/fabric-gateway-java/target/surefire-reports for the individual test results.
00:02:35.492 [ERROR] Please refer to dump files (if any exist) [date].dump, [date]-jvmRun[N].dump and [date].dumpstream.
00:02:35.492 [ERROR] -> [Help 1]
00:02:35.492 [ERROR] 
00:02:35.492 [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch.
00:02:35.492 [ERROR] Re-run Maven using the -X switch to enable full debug logging.
{code}

*Build Log*

https://jenkins.hyperledger.org/sandbox/me/my-views/view/all/job/fabric-gateway-java-merge-x86_64/1/consoleFull",,andrew-coleman,bestbeforetoday,sambhavdutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,c09495ad06463b21585a83bd64c2eee0395b5b81,Unset,No,,,"1|i00ln3:",,,,Unset,Unset,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),andrew-coleman,bestbeforetoday,sambhavdutt,,,,,,,,,,,,,,,,,,"16/Jul/19 9:42 PM;bestbeforetoday;I am currently seeing both verification and merge builds passing successfully so I think this problem is resolved. Please reopen if it is still an issue.;;;",,,,,,,,,,,,,,,
Modify Jenkinsfile for merge job,FGJ-17,39578,Task,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Medium,Done,sambhavdutt,sambhavdutt,sambhavdutt,02/May/19 2:34 AM,10/May/19 5:45 AM,28/Oct/23 2:21 AM,10/May/19 5:45 AM,,,,0,ci-failure,,,Modify Jenkinsfile to disable the jar file publish. This is a temporary change until the configuration is set in Jenkins to publish jar files.,,sambhavdutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00me7:",,,,Unset,Unset,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),sambhavdutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
submitTransaction: chaincode error message not included in GatewayException,FGJ-18,39748,Bug,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Medium,Done,andrew-coleman,andrew-coleman,andrew-coleman,10/May/19 12:11 AM,14/May/19 7:52 PM,28/Oct/23 2:21 AM,14/May/19 7:52 PM,v2.0.0,v2.0.0,,0,,,,"If a chaincode function returns an error response, then the error message doesn't get included in the Gateway exception.  Instead, you just get a generic 'no valid responses received' message.",,andrew-coleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,FGJ-1,,,No,,Unset,No,,,"1|i00ncv:",,,,Unset,Unset,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),andrew-coleman,,,,,,,,,dev,main,,,,,,,,,true,"14/May/19 7:52 PM;andrew-coleman;[https://gerrit.hyperledger.org/r/c/31301/];;;",,,,,,,,,,,,,,,
Support YAML format of CCP file,FGJ-19,39805,Task,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Medium,Done,andrew-coleman,andrew-coleman,andrew-coleman,14/May/19 7:41 PM,14/May/19 11:15 PM,28/Oct/23 2:21 AM,14/May/19 11:15 PM,v2.0.0,v2.0.0,,0,,,,"The Builder.networkConfig() method takes a path to a CCP file.  Currently only the JSON format is supported.

This task extends it to support YAML format.  It should automatically detect the format and parse it accordingly.",,andrew-coleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,FGJ-1,,,No,,Unset,No,,,"1|i00nov:",,,,Unset,Unset,,,,,(Please add steps to reproduce),1.0,Unset,,,,,,Unset,,Unset,,(Please add usage information),andrew-coleman,,,,,,,,,dev,main,,,,,,,,,true,"14/May/19 7:50 PM;andrew-coleman;[https://gerrit.hyperledger.org/r/c/31356/];;;",,,,,,,,,,,,,,,
Create wallet identities from PEM files,FGJ-20,39809,Task,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Medium,Done,andrew-coleman,andrew-coleman,andrew-coleman,14/May/19 11:13 PM,15/May/19 6:12 AM,28/Oct/23 2:21 AM,15/May/19 6:12 AM,v2.0.0,v2.0.0,,0,,,,"Simplify the creation of wallet identities by overloading the Wallet.Identity.createIdentity() method with a version that takes java.io.Reader parameters for the cert and private key PEMs.

This allows PEMs to be read directly from the filesystem or other storage without the user having to read and parse the contents of the files.",,andrew-coleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,FGJ-1,,,No,,Unset,No,,,"1|i00npr:",,,,Unset,Unset,,,,,(Please add steps to reproduce),1.0,Unset,,,,,,Unset,,Unset,,(Please add usage information),andrew-coleman,,,,,,,,,dev,main,,,,,,,,,true,"14/May/19 11:15 PM;andrew-coleman;[https://gerrit.hyperledger.org/r/c/31362/];;;",,,,,,,,,,,,,,,
Path errors in CI publish scripts,FGJ-21,39820,Bug,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,High,Done,andrew-coleman,andrew-coleman,andrew-coleman,15/May/19 5:22 PM,03/Jul/19 12:52 AM,28/Oct/23 2:21 AM,03/Jul/19 12:52 AM,v2.0.0,v2.0.0,,0,,,,Path fixes are required for publication scripts for Javadoc and Nexus,,andrew-coleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,FGJ-1,,,No,,Unset,No,,,"1|i00nrz:",,,,Unset,Unset,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),andrew-coleman,,,,,,,,,dev,main,,,,,,,,,true,,,,,,,,,,,,,,,,
Modify the Nexus publish CI script,FGJ-22,40136,Bug,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Medium,Done,sambhavdutt,sambhavdutt,sambhavdutt,25/May/19 12:50 AM,14/Jun/19 3:39 AM,28/Oct/23 2:21 AM,14/Jun/19 3:39 AM,,,,0,,,,Modify the publish script to publish gateway-javadoc and gateway jar artifact to Nexus.,,rameshthoomu,sambhavdutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00p78:",,,,Unset,Unset,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),rameshthoomu,sambhavdutt,,,,,,,,dev,main,,,,,,,,,true,"14/Jun/19 3:35 AM;rameshthoomu;https://gerrit.hyperledger.org/r/#/c/fabric-gateway-java/+/31536/;;;","14/Jun/19 3:39 AM;rameshthoomu;I am not sure why to modify the CI script.. I don't see any information in the description or in the summary.

Observed errors while CI job is trying to publish fabric-gateway-java aritifacts to nexus snapshot url. After debugging the issue, it came to know that the credentials were configured in nexus3 but the CI script is trying to publish jar's to nexus2. With Tim Jhonson help, created credentials in nexus2 and updated the script to publish.;;;",,,,,,,,,,,,,,
Use peer organization information from channel,FGJ-23,40386,Story,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Medium,Done,bestbeforetoday,bestbeforetoday,bestbeforetoday,04/Jun/19 11:27 PM,05/Jun/19 9:48 PM,28/Oct/23 2:21 AM,05/Jun/19 9:48 PM,,,,0,,,,"Make use of new methods added to Channel to expose peer organization information, and remove the peer organization tracking code in the Network implementation.",,bestbeforetoday,,,,,,,,,,,,,,,,,,,,,,FABJ-434,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00cgd:",,,,Unset,Unset,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),bestbeforetoday,,,,,,,,,dev,main,,,,,,,,,true,,,,,,,,,,,,,,,,
Update the CI scripts for gateway-java,FGJ-24,40450,Task,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Medium,Won't Do,sambhavdutt,sambhavdutt,sambhavdutt,07/Jun/19 1:45 AM,05/Oct/19 2:05 AM,28/Oct/23 2:21 AM,05/Oct/19 2:05 AM,,,,0,,,,Update the CI scripts for gateway-java job. Theseare minor changes and will not affect the existing tests.,,sambhavdutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00qrw:",,,,Unset,Unset,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),sambhavdutt,,,,,,,,,dev,main,,,,,,,,,true,,,,,,,,,,,,,,,,
Update Publish doc CI scripts,FGJ-26,40576,Task,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Medium,Done,rameshthoomu,rameshthoomu,rameshthoomu,14/Jun/19 3:17 AM,14/Jun/19 5:26 PM,28/Oct/23 2:21 AM,14/Jun/19 5:26 PM,,,,0,,,,Update GH credential Variable Names in Jenkinsfile and publish API docs CI script. These variables Name are configured in Jenkins global configuration.,,rameshthoomu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00rfg:",,,,Unset,Unset,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),rameshthoomu,,,,,,,,,dev,main,,,,,,,,,true,"14/Jun/19 3:42 AM;rameshthoomu;https://gerrit.hyperledger.org/r/#/c/fabric-gateway-java/+/31901/;;;",,,,,,,,,,,,,,,
CI scripts do not LF standards,FGJ-27,40601,Bug,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Medium,Won't Do,vijaypunugubati,tijohnson,tijohnson,17/Jun/19 11:45 AM,05/Oct/19 2:24 AM,28/Oct/23 2:21 AM,05/Oct/19 2:24 AM,,,,0,,,,They need clean up' to meet formatting standards. They do now use standard bash arguments (-eu -o pipeline). At least one script contains references to '$?' when 'e' is set (they are incmpatible). Have me review the changes before they are merged.,,bestbeforetoday,tijohnson,vijaypunugubati,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00rkc:",,,,Unset,Unset,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),bestbeforetoday,tijohnson,vijaypunugubati,,,,,,,,,,,,,,,,,,"05/Oct/19 2:10 AM;bestbeforetoday;Are we planning to do anything with this issue or can it be closed?

Close it;;;","05/Oct/19 2:23 AM;vijaypunugubati;As we are migrating to the new CI tool and build process, the existing CI scripts don't need to be modified. Closing the issue to be won't do.;;;",,,,,,,,,,,,,,
Support CCPs with no channel information when discovery is enabled,FGJ-28,40878,Task,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Medium,Done,andrew-coleman,andrew-coleman,andrew-coleman,03/Jul/19 12:54 AM,03/Jul/19 6:08 PM,28/Oct/23 2:21 AM,03/Jul/19 6:08 PM,,,,0,,,,,,andrew-coleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,FGJ-1,,,No,,Unset,No,,,"1|i00t0s:",,,,Unset,Unset,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),andrew-coleman,,,,,,,,,dev,main,,,,,,,,,true,"03/Jul/19 6:08 PM;andrew-coleman;[https://gerrit.hyperledger.org/r/c/fabric-gateway-java/+/32161];;;",,,,,,,,,,,,,,,
Add LICENCE file etc,FGJ-29,40900,Task,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Medium,Done,andrew-coleman,andrew-coleman,andrew-coleman,03/Jul/19 6:10 PM,23/Jul/19 9:43 PM,28/Oct/23 2:21 AM,23/Jul/19 9:43 PM,,,,0,,,,"Add the following files to the repo:

LICENCE

CODE_OF_CONDUCT.md

CONTRIBUTING.md

MAINTAINERS.md",,andrew-coleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,FGJ-1,,,No,,Unset,No,,,"1|i00t5o:",,,,Unset,Unset,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),andrew-coleman,,,,,,,,,dev,main,,,,,,,,,true,"03/Jul/19 6:11 PM;andrew-coleman;[https://gerrit.hyperledger.org/r/c/fabric-gateway-java/+/32174];;;",,,,,,,,,,,,,,,
fabric-gateway-java artifact publishing,FGJ-30,40977,Bug,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Medium,Done,andrew-coleman,jtonline,jtonline,10/Jul/19 11:39 PM,05/Oct/19 2:00 AM,28/Oct/23 2:21 AM,05/Oct/19 2:00 AM,,,,0,,,,fabric-gateway-java currently has a group ID of org.hyperledger.fabric and an artifact ID of fabric-gateway-java (which is good) however it seems to be being published to nexus.hyperledger.org in the wrong location (as if the group ID is org.hyperledger.fabric-gateway-java),,heatherp,jtonline,vijaypunugubati,,,,,,,,,,,,,,,,,,,,,,,"30/Jul/19 9:04 PM;jtonline;image-2019-07-30-13-03-59-946.png;https://jira.hyperledger.org/secure/attachment/17632/image-2019-07-30-13-03-59-946.png",,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00tlw:",,,,Unset,Unset,,,,,"Add a fabric-gateway-java dependency where it is not available locally, e.g.

implementation 'org.hyperledger.fabric:fabric-gateway-java:1.4.0-SNAPSHOT'

",,Unset,,,,,,Unset,,Unset,,(Please add usage information),heatherp,jtonline,vijaypunugubati,,,,,,,dev,main,,,,,,,,,true,"26/Jul/19 6:27 PM;jtonline;Reopened to switch back to the right group ID once we have permission to publish there;;;","29/Jul/19 11:22 PM;heatherp;[~vijaypunugubati];;;","30/Jul/19 12:33 AM;vijaypunugubati;I think that's not possible while downloading the artifacts jenkins use the metadata.xml file for the directory, which should be independent for the projects fabric, gateway-java, cc-java.

 

This project doesn't have the 1.4 branch but why the version is 1.4.0;;;","30/Jul/19 1:38 AM;jtonline;Hi,

I'm not sure what you are saying is not possible? If it's really not possible to publish several jars with different artifact IDs from different projects using the same group ID (which sounds pretty odd to me), it would be better to use subgroups than completely different group IDs, i.e.
 * org.hyperledger.fabric.chaincode:fabric-chaincode-java
 * org.hyperledger.fabric.gateway:fabric-gateway-java
 * org.hyperledger.fabric.sdk:fabric-sdk-java;;;","30/Jul/19 3:37 AM;vijaypunugubati;you are suggesting to keep these folders https://nexus.hyperledger.org/content/repositories/snapshots/org/hyperledger/

inside `org/hyperledger/fabric` right. Then the nexus link will be like the below
may i know particular reason for this suggestion to keep common groupID

https://nexus.hyperledger.org/content/repositories/snapshots/org/hyperledger/fabric/fabric

[https://nexus.hyperledger.org/content/repositories/snapshots/org/hyperledger/fabric/fabric-gateway-java]

[https://nexus.hyperledger.org/content/repositories/snapshots/org/hyperledger/fabric/fabric-chaincode-java|https://nexus.hyperledger.org/content/repositories/snapshots/org/hyperledger/fabric/fabric-gateway-java]

There are multiple scripts have to be changed in CI for this change while getting artifacts.

 ;;;","30/Jul/19 9:07 PM;jtonline;We would prefer something like sawtooth, which has the following...

!image-2019-07-30-13-03-59-946.png!

i.e. several artifacts under the same group ID. I notice that they don't appear to be using the nexus repository, so perhaps it's just that that's introducing the restriction on one artifact per group ID? The sdk currently uses oss.sonatype.org for snapshots anyway, so perhaps it would be better to move everything there instead. Do you know who has access to that repository?

 ;;;",,,,,,,,,,
Specify network config as a stream,FGJ-31,41230,Story,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Medium,Done,,bestbeforetoday,bestbeforetoday,16/Jul/19 9:49 PM,18/Jul/19 12:45 AM,28/Oct/23 2:21 AM,18/Jul/19 12:45 AM,,,,0,,,,"*As a* client application developer
*I want* to specify the gateway's network configuration as an input stream
*So that* I can use the gateway with a network configuration that is not in a file on the filesystem",,bestbeforetoday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00u2s:",,,,Unset,Unset,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),bestbeforetoday,,,,,,,,,dev,main,,,,,,,,,true,,,,,,,,,,,,,,,,
Support for Peer/Org targetting,FGJ-32,41249,Story,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Medium,Done,bestbeforetoday,davidkel,davidkel,17/Jul/19 5:17 PM,13/Aug/19 9:13 PM,28/Oct/23 2:21 AM,13/Aug/19 9:09 PM,,v2.0.0,,0,,,,"When using Private Data Collections there is a requirement to send proposals containing private data only to orgs that are part of the private data collection. If it were sent to all orgs then there is the potential for orgs not part of the PDC to have visibility of that data (even if it is in the transientMap) and the level of trust may not extend to hoping that org doesn't try to capture this information.

When a submit is made it should be possible to list the orgs that should only receive this data or discovery should be enhanced to capture private data collections so the decision can be made automatically. ",,bestbeforetoday,davidkel,,,,,,,,,,,,,,,,,,,,,,,FABN-1344,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00u6k:",,,,Unset,Unset,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),bestbeforetoday,davidkel,,,,,,,,dev,main,,,,,,,,,true,"26/Jul/19 1:29 AM;bestbeforetoday;I think there may be similar requirements related to state-based endorsement, where the client may want to specify certain organisations (or a number of peers within those organisations) to endorse a given proposal.

I was thinking of allowing the endorsing peers to be specified on the Transaction object prior to calling submit(). No magic but it at least provides the tools for the client application code to dictate how endorsement is done. What do you think?;;;",,,,,,,,,,,,,,,
