Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Fix Version/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Issue split),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Business Value),Custom field (Commit Levels),Custom field (Current Status),Custom field (Design),Custom field (Design Status),Custom field (Documentation Impact),Custom field (Documentation Status),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Executed),Custom field (Found in Commit),Custom field (Function Test Status),Custom field (Must Fix),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Custom field (Release Note),Custom field (Release Note Required),Custom field (Root Cause Analysis),Custom field (SDK Impact),Custom field (Sample/Tutorial),Sprint,Custom field (Steps to Reproduce),Custom field (Story Points),Custom field (System Test Impact),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Test Plan),Custom field (Test Result),Custom field (Test Result Details),Custom field (Test Type),Custom field (Triaged),Custom field (Usage),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Workaround),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitCommitsReferenced),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
sync with official couchdb image,FABB-73,27331,,Story,Closed,FABB,Fabric Baseimage,software,ChristopherFerris,,,Medium,Done,sanchezl,sanchezl,sanchezl,02/Feb/18 2:59 AM,26/Mar/19 7:17 PM,28/Oct/23 2:20 AM,04/May/18 8:21 PM,,0.4.10,,0,couchdb,,,,,,,"Sync the scripts used to build the couchdb images with those available in the official couchdb docker images.

Incorporating the official images also bring in enhancements made to the {{docker-entrypint.sh}} file that include: setting of couch http auth secret via environment variable, pre-flight sanity checks on file permissions, and better handling of signals to ensure clean shutdowns.",,chris.elder,denyeart,muralisr,sanchezl,,,,,,,,,,,,,,,,,,,,,,FABB-115,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzx013:",,,,Unset,,,,,Unset,,,,,,,,,,,chris.elder,denyeart,muralisr,sanchezl,,,,,,,,,,,,,,,,"02/Feb/18 6:40 AM;sanchezl;I intended to use the official images, now that docker hub officially supports multi arch for its official images, but couchdb is still in the process of enabling multiarch support ([https://github.com/apache/couchdb/issues/1121)]. 

Also, there are some outstanding issues running on s390x ([https://issues.apache.org/jira/browse/COUCHDB-3261]). ;;;","04/Feb/18 5:46 AM;denyeart;[~sanchezl] I've changed from Bug to Improvement.  I don't think there is any problem per se with the current scripts, but I agree it would make sense to get in sync with the official images.  Let us know if you think there is a real Bug with the current scripts.

Since we are already post-alpha and may not do a beta, I'm thinking it would make more sense to make these updates at the beginning of 1.2 rather than at the end of 1.1.  If you think otherwise please explain the rationale.;;;","12/Mar/18 3:57 PM;denyeart;Removing v1.2 tag, this item will be prioritized alongside others in the fabric-ledger backlog.;;;","27/Mar/18 2:47 AM;muralisr;[~denyeart] [~sanchezl] would be good to have this lined up for fabric 1.1.1 (the ""su_exec"" in docker-entrypoint.sh is causing issues in certain environments).;;;","04/May/18 10:07 PM;denyeart;https://gerrit.hyperledger.org/r/#/c/17433/;;;","04/May/18 11:32 PM;muralisr;[~denyeart] The fix version should also have v1.1.x correct ?;;;","07/May/18 8:00 PM;denyeart;baseimage is used across releases.  I'm not sure if v1.1.1 will move up to the latest baseimage yet.

I've removed FixVersion v1.0.7, as we don't want to make such large changes to v1.0.x release.;;;","12/Jul/18 11:32 PM;denyeart;This was done in v1.2.0 timeframe, but unfortunately had to be backed out in baseimage 0.4.10 (FAB-10927) due to lack of sufficient testing before the v1.2.0 release date.

The changes will be re-applied using FAB-11132 in v1.3.0 timeframe.;;;",,,,
RFE: s390x builds needed for node-grpc,FABB-74,29763,,Story,Closed,FABB,Fabric Baseimage,software,ChristopherFerris,,,High,Won't Do,,holocron,holocron,27/Apr/18 10:55 PM,15/Jan/21 4:25 AM,28/Oct/23 2:20 AM,15/Jan/21 4:25 AM,,,,0,fabric-chaincode,s390x,,,,,,"On s390x, when starting a composer business network, the fabric-baseimage is compiling the GRPC binary from source. This takes about 5 minutes to complete:
{quote}root@fabric-peer-org1-20425a:~# docker ps

CONTAINER ID IMAGE COMMAND CREATED STATUS PORTS NAMES 

760e880a4566 builder:latest ""/bin/sh -c 'cp -R /…"" 56 seconds ago Up 54 seconds nifty_swartz 

root@fabric-peer-org1-20425a:~# docker logs 760e880a4566

<<< OUTPUT REMOVED >>>

> grpc@1.10.1 install /chaincode/output/node_modules/grpc 

> node-pre-gyp install --fallback-to-build --library=static_library 

node-pre-gyp ERR! Tried to download(403): [https://storage.googleapis.com/grpc-precompiled-binaries/node/grpc/v1.10.1/node-v57-linux-s390x-glibc.tar.gz]

node-pre-gyp ERR! Pre-built binaries not found for grpc@1.10.1 and node@8.9.4 (node-v57 ABI, glibc) (falling back to source compile with node-gyp) 

make: Entering directory '/chaincode/output/node_modules/grpc/build' 

<<< OUTPUT REMOVED >>> 
{quote}
What follows the above is a long compile output where grpc gets built from source.",,holocron,mastersingh24,silliman,zhaochy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzz7tr:",,,,Unset,,,,,Unset,,,,,,,,,,,holocron,mastersingh24,silliman,zhaochy,,,,,,,,,,,,,,,,"27/Apr/18 10:57 PM;holocron;What does it take to get this built? https://storage.googleapis.com/grpc-precompiled-binaries/node/grpc/v1.10.1/node-v57-linux-s390x-glibc.tar.gz;;;","01/May/18 5:37 PM;mastersingh24;[~holocron] See https://github.com/grpc/grpc-node/issues/296

;;;","01/May/18 5:38 PM;mastersingh24;this is also not a bug ... but marking as an improvement because I agree that we should look at ways to improve this;;;","04/May/18 10:39 PM;zhaochy;[~holocron] this is because can't download the pre-build grpc binary from google, you can specify a "".npmrc"" in your chaincode root folder. And set ""grpc_node_binary_host_mirror=<some mirror>"", then you can get the pre-build mirror directly. no need to compile it any more;;;","04/May/18 10:47 PM;holocron;Thanks [~zhaochy] but this is breaking in IBP EP, I'm not sure the build team can do what you're suggesting but I will pass on the info.;;;",,,,,,,
"eliminate build of Kafka, Zk, CouchDB images in CI",FABB-75,24029,,Story,Closed,FABB,Fabric Baseimage,software,ChristopherFerris,,,Medium,Done,ChristopherFerris,ChristopherFerris,ChristopherFerris,20/Nov/17 11:26 PM,26/Mar/19 8:33 PM,28/Oct/23 2:20 AM,01/Dec/17 10:07 PM,Unscheduled,,,2,,,,,,,,"We should eliminate the need to (re)build the images for Kafka, Zookeeper, and CouchDB in our CI. It wastes time and resources. 

We could add build of these images to the fabric-baseimage repo build and publish them to GitHub since they don't change often and just pull them for Fabric CI runs.",,ChristopherFerris,kchristidis,mastersingh24,rameshthoomu,troyronda,,,,,,,,,,,,,,,,,,FAB-6941,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzynk7:",,,,Unset,,,,,Unset,,,,,,,,,,,ChristopherFerris,kchristidis,mastersingh24,rameshthoomu,troyronda,,,,,,,,,,,,,,,"21/Nov/17 2:05 AM;ChristopherFerris;[~greg.haskins] [~mastersingh24] thoughts?;;;","21/Nov/17 2:46 AM;rameshthoomu;Will this help https://jira.hyperledger.org/browse/FAB-6941 ?;;;","21/Nov/17 2:49 AM;mastersingh24;[~rameshthoomu] - I don't think it will help, but not sure.  In any case, we don't need to be building these all the time and should only be pushing new images when we make a change to the actual Dockerfile / image build.

 ;;;","21/Nov/17 4:58 AM;ChristopherFerris;These are not mutually exclusive, [~rameshthoomu];;;","22/Nov/17 3:18 AM;kchristidis;https://gerrit.hyperledger.org/r/c/15637/;;;",,,,,,,
Have Vagrant environment cd to fabric dir,FABB-76,13885,,Story,Closed,FABB,Fabric Baseimage,software,ChristopherFerris,,,Low,Done,kchristidis,kchristidis,kchristidis,23/Dec/16 6:12 AM,21/Jul/18 4:15 AM,28/Oct/23 2:20 AM,24/Dec/16 4:36 AM,,,,0,,,,,,,,Modify `.bashrc` so that it cd's the user automatically to `$GOPATH/src/github.com/hyperledger/fabric/` upon logging in.,,kchristidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzxg9z:",,,,Unset,,,,,Unset,,,,,,,,,,,kchristidis,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.4/pr-3646,,,,,true,"24/Dec/16 1:47 AM;kchristidis;https://gerrit.hyperledger.org/r/3507;;;",,,,,,,,,,,
Add proxy configurations for starting couchdb dockers,FABB-77,27004,22495,Sub-task,Closed,FABB,Fabric Baseimage,software,ChristopherFerris,,,Medium,Done,luomin,luomin,luomin,23/Jan/18 10:53 AM,26/Mar/19 8:33 PM,28/Oct/23 2:20 AM,26/Mar/19 8:11 PM,Unscheduled,,,0,build-system,,,,,,,"Please refer FAB-6683

""make unit-test"" err if not setting proxy in dockerfile",,luomin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyub3:",,,,,,,,,,,,,,,,,,,,luomin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upgrade to Go 1.10,FABB-78,27838,27413,Sub-task,Closed,FABB,Fabric Baseimage,software,ChristopherFerris,,,Medium,Done,harsha544,harsha544,harsha544,19/Feb/18 11:30 PM,26/Mar/19 7:17 PM,28/Oct/23 2:20 AM,13/Mar/18 11:52 PM,,0.4.10,,0,,,,,,,,"Updating go version to 1.10 in fabric-baseimage.

go-plugin feature for ppc64le is disabled in earlier versions of go i.e 1.9.2, which now is also allowed in go-1.10.",,harsha544,troyronda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyy27:",,,,,,,,,,,,,,,,,,,,harsha544,troyronda,,,,,,,,,,,,,,,,,,"19/Feb/18 11:51 PM;harsha544;https://gerrit.hyperledger.org/r/18059;;;",,,,,,,,,,,
Publish v0.4.7,FABB-79,28793,27413,Sub-task,Closed,FABB,Fabric Baseimage,software,ChristopherFerris,,,High,Done,mastersingh24,mastersingh24,mastersingh24,23/Mar/18 11:09 PM,19/Jul/18 3:50 AM,28/Oct/23 2:20 AM,26/Mar/18 9:51 PM,,,,0,,,,,,,,,,mastersingh24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzz2s7:",,,,,,,,,,,,,,,,,,,,mastersingh24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepare for 0.4.8 development,FABB-80,28794,27413,Sub-task,Closed,FABB,Fabric Baseimage,software,ChristopherFerris,,,Medium,Done,mastersingh24,mastersingh24,mastersingh24,23/Mar/18 11:10 PM,19/Jul/18 3:50 AM,28/Oct/23 2:20 AM,26/Mar/18 9:51 PM,,,,0,,,,,,,,,,mastersingh24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzz2sf:",,,,,,,,,,,,,,,,,,,,mastersingh24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Update ci.properties,FABB-81,28795,27413,Sub-task,Closed,FABB,Fabric Baseimage,software,ChristopherFerris,,,Medium,Done,rameshthoomu,mastersingh24,mastersingh24,23/Mar/18 11:15 PM,26/Mar/19 7:17 PM,28/Oct/23 2:20 AM,03/Apr/18 1:20 AM,,0.4.10,,0,,,,,,,,,,mastersingh24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzz2sn:",,,,,,,,,,,,,,,,,,,,mastersingh24,,,,,,,mergify/bp/release-2.2/pr-4374,dependabot/go_modules/golang.org/x/crypto-0.1.0,release-2.5,release-2.4,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,dependabot/go_modules/golang.org/x/net-0.7.0,main,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.4/pr-3646,true,"01/Apr/18 5:54 PM;mastersingh24;https://gerrit.hyperledger.org/r/19921;;;",,,,,,,,,,,
Update ci.properties,FABB-82,28796,27413,Sub-task,Closed,FABB,Fabric Baseimage,software,ChristopherFerris,,,Medium,Done,rameshthoomu,mastersingh24,mastersingh24,23/Mar/18 11:15 PM,26/Mar/19 7:17 PM,28/Oct/23 2:20 AM,02/Apr/18 6:41 AM,,0.4.10,,0,,,,,,,,,,mastersingh24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzz2sv:",,,,,,,,,,,,,,,,,,,,mastersingh24,,,,,,,main,,,,,,,,,,,true,"01/Apr/18 5:57 PM;mastersingh24;https://gerrit.hyperledger.org/r/19925;;;",,,,,,,,,,,
Update Go version in prereqs to 1.10,FABB-83,29068,27413,Sub-task,Closed,FABB,Fabric Baseimage,software,ChristopherFerris,,,High,Done,mastersingh24,mastersingh24,mastersingh24,01/Apr/18 5:55 PM,26/Mar/19 7:17 PM,28/Oct/23 2:20 AM,04/Apr/18 9:36 PM,,0.4.10,,0,,,,,,,,,,mastersingh24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzz46f:",,,,,,,,,,,,,,,,,,,,mastersingh24,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.4/pr-3646,,,,,true,"03/Apr/18 5:20 AM;mastersingh24;https://gerrit.hyperledger.org/r/20085;;;",,,,,,,,,,,
"Install Go 1.10.0 on x86, power and z nodes",FABB-84,28797,27413,Sub-task,Closed,FABB,Fabric Baseimage,software,ChristopherFerris,,,Medium,Done,rameshthoomu,mastersingh24,mastersingh24,23/Mar/18 11:17 PM,26/Mar/19 7:17 PM,28/Oct/23 2:20 AM,01/Apr/18 5:58 PM,,0.4.10,,0,,,,,,,,"Need to install Go 1.10.0 on all of the Jenkins worker nodes.

Since we are still supporting v1.0.x and v1.1.x, we need to make sure that

Go 1.7.5

Go 1.9.2

Go 1.10.0

are all available on the slaves",,mastersingh24,rameshthoomu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzz2t3:",,,,,,,,,,,,,,,,,,,,mastersingh24,rameshthoomu,,,,,,,,,,,,,,,,,,"29/Mar/18 10:14 PM;mastersingh24;[~rameshthoomu] - any ETA on this one?;;;","30/Mar/18 1:19 AM;rameshthoomu;x86_64, s390x build nodes are ready with go1.10 along with go1.7.5 and go 1.9.2

https://gerrit.hyperledger.org/r/#/q/FAB-9079

 ;;;",,,,,,,,,,
Use v0.4.7 as BASEIMAGE_RELEASE in build,FABB-85,29092,27413,Sub-task,Closed,FABB,Fabric Baseimage,software,ChristopherFerris,,,Medium,Done,sykesm,sykesm,sykesm,03/Apr/18 7:12 AM,26/Mar/19 7:17 PM,28/Oct/23 2:20 AM,04/Apr/18 6:04 AM,,0.4.10,,0,,,,,,,,"After updating, numerous vet issues are raised during linting. Most are related to composites literals with unkeyed fields. After disabling that check:
{code:java}
# github.com/hyperledger/fabric/core/chaincode/shim
core/chaincode/shim/shim_test.go:558:6: err declared but not used
core/chaincode/shim/shim_test.go:844:6: err declared but not used
core/chaincode/shim/shim_test.go:883:6: err declared but not used{code}
{code:java}
# github.com/hyperledger/fabric/gossip/service
gossip/service/join_test.go:111: SendByCriteria passes lock by value: service.gossipMock contains github.com/hyperledger/fabric/vendor/github.com/stretchr/testify/mock.Mock contains sync.Mutex
# github.com/hyperledger/fabric/gossip/state
gossip/state/state_test.go:202: assignment copies lock value to m: github.com/hyperledger/fabric/vendor/github.com/stretchr/testify/mock.Mock contains sync.Mutex
gossip/state/state_test.go:215: assignment copies lock value to m: github.com/hyperledger/fabric/vendor/github.com/stretchr/testify/mock.Mock contains sync.Mutex
gossip/state/state_test.go:423: assignment copies lock value to mc.Mock: github.com/hyperledger/fabric/vendor/github.com/stretchr/testify/mock.Mock contains sync.Mutex
gossip/state/state_test.go:633: assignment copies lock value to mc.Mock: github.com/hyperledger/fabric/vendor/github.com/stretchr/testify/mock.Mock contains sync.Mutex{code}
{code:java}
# github.com/hyperledger/fabric/msp/cache
msp/cache/cache_test.go:142: loop variable i captured by func literal{code}
{code:java}
# github.com/hyperledger/fabric/orderer/consensus/kafka
orderer/consensus/kafka/chain_test.go:2124:8: counts declared but not used{code}
{code:java}
# github.com/hyperledger/fabric/discovery/client
discovery/client/client_test.go:520: ChaincodeMetadata passes lock by value: discovery.ccMetadataFetcher contains github.com/hyperledger/fabric/vendor/github.com/stretchr/testify/mock.Mock contains sync.Mutex{code}
 ",,rameshthoomu,sykesm,yacovm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzz4bj:",,,,,,,,,,,,,,,,,,,,rameshthoomu,sykesm,yacovm,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.4/pr-3646,,,,,true,"03/Apr/18 8:30 AM;yacovm;{code}
func (mdf ccMetadataFetcher) ChaincodeMetadata(channel string, cc string) *chaincode.InstantiatedChaincode {
	return mdf.Called().Get(0).(*chaincode.InstantiatedChaincode)
}
{code}
Oops... that should have had a pointer receiver.

As for the state_test - It should go away if we make the mock.Mock a pointer inside the struct it is embedded in, and replace 
{code}
mc := &mockCommitter{}
{code}
with:
{code}
mc := &mockCommitter{Mock:&mock.Mock{}}
{code}

Side comment: I thought we had vet checks in CI? ;;;","03/Apr/18 9:45 PM;sykesm;https://gerrit.hyperledger.org/r/20103;;;","03/Apr/18 9:48 PM;sykesm;>  Side comment: I thought we had vet checks in CI?

So did I. I'm learning that our CI is incredibly ad-hoc and continues to to diverge from the implied ""make"" that was adopted by fabric. Doc builds and smoke tests and unit tests and whatever else are all independent targets with wrapper scripts. Inevitably some of the basics will get dropped.

At some point I'll dig into the ci machinery to see what's really there and what's not. For now, local builds are popping up tons of lint / vet issues.;;;","10/Apr/18 12:45 AM;rameshthoomu;[~sykesm] as part of unit-tests verification, CI script executes `make linter` and `make unit-tests`. Once https://jira.hyperledger.org/browse/FAB-9426 is fixed, will add make basics-checks and check-deps. Please suggest me if you prefer to add more checks.;;;",,,,,,,,
Exploit updated go test in unit-tests/run.sh,FABB-86,29112,27413,Sub-task,Closed,FABB,Fabric Baseimage,software,ChristopherFerris,,,Medium,Done,sykesm,sykesm,sykesm,04/Apr/18 2:20 AM,26/Mar/19 7:17 PM,28/Oct/23 2:20 AM,04/Apr/18 8:40 AM,,0.4.10,,0,,,,,,,,Go 1.10 _finally_ allows us to get code coverage reports for multiple packages in a single run. Let's use it and speed up the profile target dramatically.,,sykesm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzz4en:",,,,,,,,,,,,,,,,,,,,sykesm,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.4/pr-3646,,,,,true,"04/Apr/18 5:15 AM;sykesm;https://gerrit.hyperledger.org/r/c/20113/;;;",,,,,,,,,,,
Place cache directory under default build tree when running unit tests,FABB-87,29113,27413,Sub-task,Closed,FABB,Fabric Baseimage,software,ChristopherFerris,,,Medium,Done,sykesm,sykesm,sykesm,04/Apr/18 2:23 AM,26/Mar/19 7:17 PM,28/Oct/23 2:20 AM,04/Apr/18 9:36 PM,,0.4.10,,0,,,,,,,,"go 1.10 caches many build assets and some test results as well. We can use this to speed up local unit-test execution in the containerized environment.

In general, this should be preferred to using ""make verify"" - which doesn't account for users of modified packages.",,sheehan,sykesm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzz4ev:",,,,,,,,,,,,,,,,,,,,sheehan,sykesm,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.4/pr-3646,,,,,true,"04/Apr/18 5:16 AM;sykesm;https://gerrit.hyperledger.org/r/c/20115/;;;","06/Apr/18 4:34 AM;sheehan;This is great, thanks! Just an FYI for others, I needed to upgrade to Go 1.10.1 on my macOS system before it worked.;;;",,,,,,,,,,
Upgrade vagrant environment to go 1.10,FABB-88,29783,27413,Sub-task,Closed,FABB,Fabric Baseimage,software,ChristopherFerris,,,Medium,Done,denyeart,denyeart,denyeart,28/Apr/18 4:30 AM,26/Mar/19 7:17 PM,28/Oct/23 2:20 AM,02/May/18 7:52 PM,,0.4.10,,0,,,,,,,,Upgrade vagrant environment to go 1.10,,denyeart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzz7z3:",,,,,,,,,,,,,,,,,,,,denyeart,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.4/pr-3646,,,,,true,,,,,,,,,,,,
Upgrade Kafka to V1.0.0 in baseimage,FABB-89,27027,27026,Sub-task,Closed,FABB,Fabric Baseimage,software,ChristopherFerris,,,Medium,Done,sanchezl,sanchezl,sanchezl,24/Jan/18 3:02 AM,26/Mar/19 7:20 PM,28/Oct/23 2:20 AM,25/Jan/18 6:19 AM,,,,0,,,,,,,,Upgrade Kafka to 1.0.0,,sanchezl,,,,,,,,,,,,,,,,,,,FAB-7063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyuef:",,,,,,,,,,,,,,,,,,,,sanchezl,,,,,,,mergify/bp/release-2.2/pr-4374,dev,release-2.5,release-2.4,main,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.4/pr-3646,,,,true,,,,,,,,,,,,
Updata sarama Kafaka client to v1.15.0,FABB-90,27035,27026,Sub-task,Closed,FABB,Fabric Baseimage,software,ChristopherFerris,,,Medium,Done,sanchezl,sanchezl,sanchezl,24/Jan/18 10:32 AM,26/Mar/19 7:20 PM,28/Oct/23 2:20 AM,27/Jan/18 2:58 PM,,,,0,kafka,,,,,,,Kafka v1.0.0 is officially supported in sarama v1.0.0.,,kchristidis,sanchezl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyuf3:",,,,,,,,,,,,,,,,,,,,kchristidis,sanchezl,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.4/pr-3646,,,,,true,"26/Jan/18 2:28 AM;kchristidis;https://gerrit.hyperledger.org/r/c/17127/;;;",,,,,,,,,,,
Update Kafka Protocol Version Compatibility documentation ,FABB-91,27048,27026,Sub-task,Closed,FABB,Fabric Baseimage,software,ChristopherFerris,,,Medium,Done,sanchezl,sanchezl,sanchezl,25/Jan/18 5:37 AM,26/Mar/19 7:18 PM,28/Oct/23 2:20 AM,17/Mar/18 3:18 AM,,0.4.6,,0,,,,,,,,Update docs to reflect changes made in parent issue and it's children.,,sanchezl,,,,,,,,,,,,,,,,,,,FAB-7712,FAB-8383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyuhb:",,,,,,,,,,,,,,,,,,,,sanchezl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enhance logging on Kafka version mismatch,FABB-92,27050,27026,Sub-task,Closed,FABB,Fabric Baseimage,software,ChristopherFerris,,,Medium,Done,sanchezl,sanchezl,sanchezl,25/Jan/18 5:47 AM,26/Mar/19 7:20 PM,28/Oct/23 2:20 AM,26/Jan/18 2:28 AM,,,,0,,,,,,,,"When the orderer is set to communicate with Kafka using a protocol version that is newer than the Kafka broker version, the following gets written to the logs:
{code:java}
kafka: insufficient data to decode packet, more bytes expected{code}
This will be enhanced with a secondary critical message:
{code:java}
Unable to decode a Kafka packet. Usually, this indicates that the Kafka.Version specified in the orderer configuration is incorrectly set to a version which is newer than the actual Kafka broker version.{code}",,kchristidis,sanchezl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyuhr:",,,,,,,,,,,,,,,,,,,,kchristidis,sanchezl,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.4/pr-3646,,,,,true,"26/Jan/18 12:23 AM;kchristidis;https://gerrit.hyperledger.org/r/c/17155/;;;",,,,,,,,,,,
